Cluster ID,Link Score,source file,name,headquarters,country,continent,region,sub_region,founded,employees,ceo,market_cap,categories,sector,industry,revenue,link,share_price,results_for_year,total_equity,founders,market_value,address,type
464,0.6744839,0,otis worldwide corporation,"farmington,ct,unitedstates",united states,,,, 20 september 1853," 70,000",judith f marks,33090000000,,industrials,specialty industrial machinery,,,,,,,,,
804,0.67448235,0,zoom video communications inc,"sanjose,ca,unitedstates",united states,,,," april 21, 2011"," 6,787",eric s yuan,33220000000,,communication services,telecom services,,,,,,,,,
,,0,china resources land ltd,"wanchai,hongkong",hong kong,,,,," 47,537",,33259999999,,real estate,real estatedevelopment,,,,,,,,,
917,0.6744691,0,telefonaktiebolaget lm ericsson,"stockholm,sweden",sweden,,,," stockholm, sweden 1876"," 100,454",e borje ekholm mba msc,33290000000,,technology,communication equipment,,,,,,,,,
55,0.67448485,0,international flavors & fragrances inc,"newyork,ny,unitedstates",united states,,,, 1889 ," 24,000",franklin k clyburn jr,33320000000,,basic materials,specialty chemicals,,,,,,,,,
928,0.67446774,0,china vanke co ltd,"shenzhen,china",china,,,,," 140,565",jiusheng zhu mba,33350000000,,real estate,real estatedevelopment,,,,,,,,,
937,0.6744668,0,koninklijke ahold delhaize nv,"zaandam,netherlands",netherlands,,,,," 144,550",frans w h muller,33430000000,,consumer staples,grocery stores,,,,,,,,,
42,0.67448515,0,ptt pcl,"bangkok,thailand",thailand,,,,,,auttapol rerkpiboon,33460000000,,energy,oil & gas integrated,,,,,,,,,
98,0.67448467,0,mizuho financial group inc,"tokyo,japan",japan,,,, 2001," 54,492",masahiro kihara,33470000000,,financials,banks,,,,,,,,,
444,0.67448395,0,kkr & co inc,"newyork,ny,unitedstates",united states,,,, 1976," 3,238",joseph y bae,33490000000,,financials,asset management,,,,,,,,,
,,0,poly developments and holdings group co ltd,"guangzhou,china",china,,,,," 61,201",,33640000000,,real estate,real estatedevelopment,,,,,,,,,
901,0.67447144,0,mtr corp ltd,"kowloonbay,hongkong",hong kong,,,,," 31,968",chak-pui kam,33659999999,,industrials,railroads,,,,,,,,,
658,0.67448336,0,fanuc corp,"yamanashi,japan",japan,,,,," 8,256",kenji yamaguchi,33680000000,,industrials,specialty industrial machinery,,,,,,,,,
824,0.6744799,0,kuehne nagel international ag,"schindellegi,switzerland",switzerland,,,,," 73,516",detlef a trefzger,33689999999,,industrials,integrated freight & logistics,,,,,,,,,
41,0.67448515,0,discover financial services,"riverwoods,il,unitedstates",united states,,,, 1985," 16,700",roger crosby hochschild,33729999999,,financials,credit services,,,,,,,,,
311,0.67448425,0,tyson foods inc,"springdale,ar,unitedstates",united states,,,, 1935," 137,000",donnie d king,33729999999,,consumer staples,farm products,,,,,,,,,
443,0.67448395,0,halliburton company,"houston,tx,unitedstates",united states,,,, 1919," 40,000",jeffrey allen miller,33950000000,,energy,oil & gas equipment & services,,,,,,,,,
463,0.6744839,0,t rowe price group inc,"baltimore,md,unitedstates",united states,,,, 1937," 7,529",robert w sharps cfa cpa cfa cpa,34009999999,,financials,asset management,,,,,,,,,
277,0.6744843,0,chunghwa telecom co ltd,"taipeicity,taiwan",taiwan,,,," june 15, 1996"," 20,341",chi-mau sheih,34060000000,,communication services,telecom services,,,,,,,,,
40,0.67448515,0,equity residential,"chicago,il,unitedstates",united states,,,, 1969," 2,400",mark j parrell,34110000000,,real estate,reitresidential,,,,,,,,,
,,0,chongqing zhifei biological products co ltd,"chongqing,china",china,,,,," 3,380",,34130000000,,healthcare,biotechnology,,,,,,,,,
39,0.67448515,0,arthur j gallagher & co,"rollingmeadows,il,unitedstates",united states,,,, 1927," 39,000",j patrick gallagher jr,34220000000,,financials,insurance brokers,,,,,,,,,
380,0.6744841,0,z holdings corp,"tokyo,japan",japan,,,,," 22,531",kentaro kawabe,34240000000,,consumer discretionary,internet retail,,,,,,,,,
197,0.6744845,0,verisk analytics inc,"jerseycity,nj,unitedstates",united states,,,, 1971," 9,367",scott g stephenson,34390000000,,industrials,consulting services,,,,,,,,,
894,0.674472,0,sydney airport limited,"sydney,nsw,australia",australia,,,, 2002, 418,,34400000000,,industrials,airports & air services,,,,,,,,,
38,0.67448515,0,verbund ag,"vienna,austria",austria,,,,," 2,870",michael strugl mba,34440000000,,                                        utilities                                    ,                                        utilitiesrenewable                                    ,,,,,,,,,
196,0.6744845,0,align technology inc,"tempe,az,unitedstates",united states,,,, 1997," 22,540",joseph m hogan,34490000000,,healthcare,medical devices,,,,,,,,,
595,0.6744836,0,fastenal company,"winona,mn,unitedstates",united states,,,, 1967," 18,370",daniel l florness,34580000000,,industrials,industrial distribution,,,,,,,,,
128,0.6744846,0,ameriprise financial inc,"minneapolis,mn,unitedstates",united states,,,, 1894," 12,000",james m cracchiolo,34640000000,,financials,asset management,,,,,,,,,
37,0.67448515,0,arcelormittal,"luxembourgcity,luxembourg",luxembourg,,,,," 158,000",aditya mittal,34660000000,,                                        basic materials                                    ,                                        steel                                    ,,,,,,,,,
838,0.6744773,0,budweiser brewing company apac ltd,"causewaybay,hongkong",hong kong,,,,," 26,038",jan eli b craps,34730000000,,consumer staples,beveragesbrewers,,,,,,,,,
897,0.67447174,0,china citic bank corp ltd,"beijing,china",china,,,,," 57,062",,34840000000,,financials,banks,,,,,,,,,
127,0.6744846,0,consolidated edison inc,"newyork,ny,unitedstates",united states,,,, 1823 as the new york gas light company," 13,871",timothy p cawley,34890000000,,utilities,utilitiesregulated electric,,,,,,,,,
230,0.67448443,0,cheniere energy inc,"houston,tx,unitedstates",united states,,,, 1996," 1,550",jack a fusco,34920000000,,energy,oil & gas midstream,,,,,,,,,
78,0.6744847,0,old dominion freight line inc,"thomasville,nc,unitedstates",united states,,,, 1934," 23,663",greg c gantt,34940000000,,industrials,trucking,,,,,,,,,
97,0.67448467,0,sun hung kai properties ltd,"wanchai,hongkong",hong kong,,,,," 38,500",,35040000000,,real estate,real estatedevelopment,,,,,,,,,
351,0.67448413,0,yum brands inc,"louisville,ky,unitedstates",united states,,,," october 6, 1997"," 36,000",david w gibbs,35120000000,,consumer discretionary,restaurants,,,,,,,,,
401,0.674484,0,imperial oil limited,"calgary,ab,canada",canada,,,, 1880," 5,400",bradley william corson bs,35130000000,,energy,oil & gas integrated,,,,,,,,,
96,0.67448467,0,avalonbay communities inc,"arlington,va,unitedstates",united states,,,, 1978," 2,839",benjamin w schall,35190000000,,real estate,reitresidential,,,,,,,,,
944,0.6744653,0,assicurazioni generali,"trieste,italy",italy,,,,," 74,621",philippe roger donnet,35200000000,,financials,insurancediversified,,,,,,,,,
442,0.67448395,0,hexagon ab,"stockholm,sweden",sweden,,,,," 22,097",ola rollan bsc bsc econ,35210000000,,technology,scientific & technical instruments,,,,,,,,,
741,0.67448294,0,telstra corporation limited,"melbourne,vic,australia",australia,,,, 1 july 1975," 26,728",andrew richard penn mba amp mba bec fcca hfaipm,35240000000,,communication services,telecom services,,,,,,,,,
735,0.674483,0,henkel ag & co kgaa,"dusseldorf,germany",germany,,,,," 52,450",carsten knobel,30530000000,,consumer staples,household & personal products,,,,,,,,,
962,0.6744578,0,twitter inc,"sanfrancisco,ca,unitedstates",united states,,,," march 21, 2006"," 7,500",parag agrawal,30830000000,,communication services,internet content & information,,,,,,,,,
819,0.67448026,0,energy transfer lp,"dallas,tx,unitedstates",united states,,,, 1995," 12,558",marshall s mccrea iii,30690000000,,energy,oil & gas midstream,,,,,,,,,
310,0.67448425,0,loblaw companies limited,"brampton,on,canada",canada,,,," toronto, ontario, canada 1956"," 200,000",galen g weston ba mba mba,30700000000,,consumer staples,grocery stores,,,,,,,,,
833,0.6744782,0,veeva systeinc,"pleasanton,ca,unitedstates",united states,,,, 2007," 4,506",peter p gassner,30760000000,,healthcare,health information services,,,,,,,,,
762,0.6744829,0,nokia corporation,"espoo,finland",finland,,,, 12 may 1865," 87,927",pekka ilmari lundmark,30910000000,,technology,communication equipment,,,,,,,,,
531,0.6744838,0,saic motor corp ltd,"shanghai,china",china,,,,," 204,815",,30930000000,,consumer discretionary,auto manufacturers,,,,,,,,,
36,0.67448515,0,state street corporation,"boston,ma,unitedstates",united states,,,, 1792," 38,784",ronald philip o'hanley,30950000000,,financials,asset management,,,,,,,,,
606,0.67448354,0,engie sa,"courbevoie,france",france,,,,," 154,364",catherine macgregor,31000000000,,utilities,utilitiesdiversified,,,,,,,,,
350,0.67448413,0,anhui conch cement company ltd,"wuhu,china",china,,,,," 47,539",,31020000000,,basic materials,building materials,,,,,,,,,
530,0.6744838,0,franco-nevada corporation,"toronto,on,canada",canada,,,,, 38,paul brink,31000000000,,basic materials,gold,,,,,,,,,
35,0.67448515,0,china pacific insurance,"shanghai,china",china,,,,," 110,940",,31040000000,,financials,insurancelife,,,,,,,,,
500,0.67448384,0,zscaler inc,"sanjose,ca,unitedstates",united states,,,, 2007," 3,153",jagtar singh chaudhry,31030000000,,technology,softwareinfrastructure,,,,,,,,,
761,0.6744829,0,eon se,"essen,germany",germany,,,,," 63,227",leonhard birnbaum,31120000000,,utilities,utilitiesdiversified,,,,,,,,,
579,0.67448366,0,ametek inc,"berwyn,pa,unitedstates",united states,,,, 1930," 18,500",david a zapico,31150000000,,industrials,specialty industrial machinery,,,,,,,,,
943,0.6744654,0,zhangzhou pientzehuang pharmaceutical ltd,"zhangzhou,china",china,,,,," 2,526",,31170000000,,healthcare,drug manufacturersgeneral,,,,,,,,,
126,0.6744846,0,formosa petrochemical corp,"mailiao,taiwan",taiwan,,,,,,,31220000000,,energy,oil & gas refining & marketing,,,,,,,,,
162,0.67448455,0,koninklijke dsm nv,"heerlen,netherlands",netherlands,,,,," 21,358",dimitri de vreeze,31250000000,,basic materials,specialty chemicals,,,,,,,,,
379,0.6744841,0,swisscom ag,"bern,switzerland",switzerland,,,,," 18,905",urs schaeppi lic oec hsg,31260000000,,communication services,telecom services,,,,,,,,,
578,0.67448366,0,biogen inc,"cambridge,ma,unitedstates",united states,,,, 1978," 9,610",michel vounatsos,31350000000,,healthcare,drug manufacturersgeneral,,,,,,,,,
228,0.67448443,0,japan post holdings co ltd,"tokyo,japan",japan,,,,," 243,612",hiroya masuda,31410000000,,financials,banks,,,,,,,,,
935,0.6744669,0,crh plc,"dublin,ireland",ireland,,,," cement limited 1936, roadstone limited 1949 & merger to form cement roadstone holdings 1970"," 77,400",,31450000000,,basic materials,building materials,,,,,,,,,
400,0.674484,0,china telecom corp ltd,"wanchai,hongkong",hong kong,,,,," 278,922",ruiwen ke,31490000000,,communication services,telecom services,,,,,,,,,
34,0.67448515,0,eversource energy,"springfield,ma,unitedstates",united states,,,, 1966," 9,227",joseph r nolan jr,31560000000,,utilities,utilitiesregulated electric,,,,,,,,,
125,0.6744846,0,foxconn industrial internet co ltd,"shenzhen,china",china,,,,," 196,159",hongmeng cheng,31580000000,,technology,communication equipment,,,,,,,,,
254,0.6744844,0,japan tobacco inc,"tokyo,japan",japan,,,,," 55,381",masamichi terabatake,31590000000,,consumer staples,tobacco,,,,,,,,,
697,0.6744832,0,corning incorporated,"corning,ny,unitedstates",united states,,,, 1851," 61,200",wendell p weeks,31600000000,,technology,electronic components,,,,,,,,,
33,0.67448515,0,goodman group,"rosebery,nsw,australia",australia,,,, 1989, 941,gregory leith goodman,31640000000,,real estate,reitdiversified,,,,,,,,,
644,0.6744834,0,oneok inc,"tulsa,ok,unitedstates",united states,,,, 1906," 2,847",pierce h norton ii,31660000000,,energy,oil & gas midstream,,,,,,,,,
594,0.6744836,0,mettler-toledo international inc,"columbus,oh,unitedstates",united states,,,, 1945," 15,600",patrick k kaltenbach,31780000000,,healthcare,diagnostics & research,,,,,,,,,
906,0.6744709,0,perusahaan perseroan persero pt telekomunikasi indonesia tbk,"bandung,indonesia",indonesia,,,, 23 october 1856," 20,817",,31780000000,,communication services,telecom services,,,,,,,,,
227,0.67448443,0,ppg industries inc,"pittsburgh,pa,unitedstates",united states,,,, 1883," 49,300",michael h mcgarry,31890000000,,basic materials,specialty chemicals,,,,,,,,,
275,0.6744843,0,japan post bank coltd,"tokyo,japan",japan,,,,," 12,451",,31930000000,,financials,banks,,,,,,,,,
529,0.6744838,0,longfor group holdings ltd,"beijing,china",china,,,,," 44,065",xuping chen,31980000000,,real estate,real estatedevelopment,,,,,,,,,
808,0.6744822,0,great wall motor co ltd,"baoding,china",china,,,,," 63,174",,32009999999,,consumer discretionary,auto manufacturers,,,,,,,,,
577,0.67448366,0,paccar inc,"bellevue,wa,unitedstates",united states,,,, 1905," 28,500",r preston feight,32040000000,,industrials,farm & heavy construction machinery,,,,,,,,,
909,0.6744706,0,weg sa,"jaraguadosul,sc,brazil",brazil,,,,," 36,987",harry schmelzer jr,32049999999,,industrials,specialty industrial machinery,,,,,,,,,
854,0.6744759,0,brown-forman corporation,"louisville,ky,unitedstates",united states,,,, 1870," 4,700",lawson e whiting,32070000000,,consumer staples,beverageswineries & distilleries,,,,,,,,,
441,0.67448395,0,barclays plc,"london,unitedkingdom",united kingdom,,,, 17 november 1690," 81,600",coimbatore sundararajan venkatakrishnan,32189999999,,financials,banks,,,,,,,,,
576,0.67448366,0,anta sports products ltd,"jinjiang,china",china,,,,," 52,000",shizhong ding,32200000000,,consumer discretionary,leisure,,,,,,,,,
907,0.6744707,0,singapore telecommunications ltd,"singapore,singapore",singapore,,,,," 22,914",kuan moon yuen,32229999999,,communication services,telecom services,,,,,,,,,
274,0.6744843,0,haier smart home co ltd,"qingdao,china",china,,,,," 99,299",,32310000000,,consumer discretionary,"furnishings, fixtures & appliances",,,,,,,,,
160,0.67448455,0,cellnex telecom sa,"madrid,spain",spain,,,,," 2,877",tobias martinez gimeno,32320000000,,communication services,telecom services,,,,,,,,,
853,0.6744761,0,citic ltd,"central,hongkong",hong kong,,,,," 135,304",,32330000000,,industrials,conglomerates,,,,,,,,,
32,0.67448515,0,wuxi biologics,"wuxi,china",china,,,,," 9,864",zhisheng chen,32409999999,,healthcare,biotechnology,,,,,,,,,
61,0.6744848,0,china overseas land & investment ltd,"central,hongkong",hong kong,,,,," 5,916",zhichao zhang,32490000000,,real estate,real estatedevelopment,,,,,,,,,
377,0.6744841,0,amerisourcebergen corporation,"chesterbrook,pa,unitedstates",united states,,,, merger between amerisource health and bergen brunswig in 2001," 38,000",steven h collis,32509999999,,healthcare,medical distribution,,,,,,,,,
195,0.6744845,0,wec energy group inc,"milwaukee,wi,unitedstates",united states,,,, 1896," 6,938",scott j lauber,32540000000,,utilities,utilitiesregulated electric,,,,,,,,,
309,0.67448425,0,ross stores inc,"dublin,ca,unitedstates",united states,,,, 1982," 88,100",barbara rentler,32710000000,,consumer discretionary,apparel retail,,,,,,,,,
,,0,cgn power co ltd,"shenzhen,china",china,,,,," 18,248",,19250000000,,utilities,utilitiesindependent power producers,,,,,,,,,
696,0.6744832,0,snam spa,"sandonatomilanese,mi,italy",italy,,,,," 3,388",marco alvera,19270000000,,utilities,utilitiesregulated gas,,,,,,,,,
124,0.6744846,0,magna international inc,"aurora,on,canada",canada,,,, 1957," 158,000",seetarama swamy kotagiri,19360000000,,consumer discretionary,auto parts,,,,,,,,,
159,0.67448455,0,kb financial group inc,"seoul,southkorea",south korea,,,," september 29, 2008"," 25,428",jong-kyoo yoon phd,19390000000,,financials,banks,,,,,,,,,
76,0.6744847,0,svenska handelsbanken ab,"stockholm,sweden",sweden,,,,," 10,793",carl cederschiold,19420000000,,financials,banks,,,,,,,,,
308,0.67448425,0,fresenius medical care ag & co kgaa,"badhomburg,germany",germany,,,,," 122,909",robert maurice powell jr,19420000000,,healthcare,medical care facilities,,,,,,,,,
959,0.67445886,0,edp - energias de portugal sa,"lisbon,portugal",portugal,,,,," 12,236",miguel stilwell de andrade,19430000000,,                                        utilities                                    ,                                        utilitiesdiversified                                    ,,,,,,,,,
327,0.6744842,0,ferrovial sa,"madrid,spain",spain,,,,," 18,680",ignacio madridejos fernandez,19440000000,,industrials,infrastructure operations,,,,,,,,,
158,0.67448455,0,molina healthcare inc,"longbeach,ca,unitedstates",united states,,,, 1980," 14,000",joseph michael zubretsky,19460000000,,healthcare,healthcare plans,,,,,,,,,
499,0.67448384,0,avantor inc,"radnor,pa,unitedstates",united states,,,, 1904," 13,500",michael stubblefield,19480000000,,basic materials,specialty chemicals,,,,,,,,,
,,0,shenzhou international group holdings ltd,"kowloon,hongkong",hong kong,,,,," 94,400",guanlin huang,19500000000,,consumer discretionary,textile manufacturing,,,,,,,,,
760,0.6744829,0,jbs sa,"saopaulo,sp,brazil",brazil,,,,," 250,000",gilberto tomazoni,19530000000,,consumer staples,packaged foods,,,,,,,,,
31,0.67448515,0,transunion,"chicago,il,unitedstates",united states,,,," february 8, 1968"," 10,200",christopher a cartwright,19530000000,,industrials,consulting services,,,,,,,,,
462,0.6744839,0,arch capital group ltd,"pembroke,bermuda",bermuda,,,, 1995," 5,200",marc grandisson,19540000000,,                                        financials                                    ,                                        insurancediversified                                    ,,,,,,,,,
528,0.6744838,0,marathon oil corporation,"houston,tx,unitedstates",united states,,,, 1887," 1,531",lee m tillman,19540000000,,energy,oil & gas e&p,,,,,,,,,
273,0.6744843,0,huatai securities co ltd,"nanjing,china",china,,,,," 7,375",yi zhou,19550000000,,financials,capital markets,,,,,,,,,
498,0.67448384,0,china tower corp ltd,"beijing,china",china,,,,," 20,500",,19550000000,,communication services,telecom services,,,,,,,,,
759,0.6744829,0,akamai technologies inc,"cambridge,ma,unitedstates",united states,,,, 1998," 8,700",f thomson leighton,19590000000,,technology,softwareinfrastructure,,,,,,,,,
903,0.6744711,0,shanghai fosun pharmaceutical,"shanghai,china",china,,,,," 32,258",yifang wu,19630000000,,healthcare,drug manufacturersspecialty & generic,,,,,,,,,
695,0.6744832,0,billcom holdings inc,"paloalto,ca,unitedstates",united states,,,, 2006," 1,384",rene a lacerte,19650000000,,technology,softwareapplication,,,,,,,,,
123,0.6744846,0,henderson land development co ltd,"central,hongkong",hong kong,,,,," 10,059",,19670000000,,real estate,real estate services,,,,,,,,,
779,0.67448276,0,cgi inc,"montreal,qc,canada",canada,,,, june 1976," 82,000",george d schindler,19670000000,,technology,information technology services,,,,,,,,,
549,0.6744837,0,shiseido co ltd,"tokyo,japan",japan,,,,," 39,035",masahiko uotani,19690000000,,consumer staples,household & personal products,,,,,,,,,
54,0.67448485,0,brookfield infrastructure partners lp,"hamilton,bermuda",bermuda,,,," january 14, 2008",,,19700000000,,                                        utilities                                    ,                                        utilitiesdiversified                                    ,,,,,,,,,
157,0.67448455,0,renesas electronics corp,"tokyo,japan",japan,,,,," 18,612",hidetoshi shibata,19730000000,,technology,semiconductors,,,,,,,,,
946,0.67446494,0,kerry group plc,"tralee,ireland",ireland,,,,," 22,000",edmond scanlon,19740000000,,consumer staples,packaged foods,,,,,,,,,
497,0.67448384,0,hologic inc,"marlborough,ma,unitedstates",united states,,,, 1985," 6,705",stephen p macmillan,19750000000,,healthcare,medical instruments & supplies,,,,,,,,,
694,0.6744832,0,ryanair holdings plc,"swords,ireland",ireland,,,, 28 november 1984," 17,000",michael o'leary,19780000000,,industrials,airlines,,,,,,,,,
122,0.6744846,0,standard bank group ltd,"johannesburg,southafrica",south africa,,,,," 49,224",simpiwe kenneth tshabalala amp ba ba hdip tax llb llm llb llm,19820000000,,financials,banks,,,,,,,,,
643,0.6744834,0,aviva plc,"london,unitedkingdom",united kingdom,,,, 2000," 22,000",,19820000000,,financials,insurancediversified,,,,,,,,,
74,0.6744847,0,china communications construction co ltd,"beijing,china",china,,,,," 133,294",,19830000000,,industrials,engineering & construction,,,,,,,,,
496,0.67448384,0,china resources beer holdings company ltd,"wanchai,hongkong",hong kong,,,,," 25,000",xiaohai hou,19840000000,,consumer staples,beveragesbrewers,,,,,,,,,
439,0.67448395,0,teradyne inc,"northreading,ma,unitedstates",united states,,,, 1960," 5,900",mark e jagiela,19850000000,,technology,semiconductor equipment & materials,,,,,,,,,
786,0.6744827,0,kao corp,"tokyo,japan",japan,,,,," 33,409",yoshihiro hasebe,19850000000,,consumer staples,household & personal products,,,,,,,,,
728,0.67448306,0,klabin sa,"saopaulo,sp,brazil",brazil,,,,,,cristiano cardoso teixeira,19860000000,,basic materials,paper & paper products,,,,,,,,,
734,0.674483,0,paycom software inc,"oklahomacity,ok,unitedstates",united states,,,, 1998," 5,385",chad r richison,19870000000,,technology,softwareapplication,,,,,,,,,
619,0.6744835,0,vedanta limited,"mumbai,india",india,,,, 22 april 2003 as angelchange limited ," 17,047",sunil duggal,19930000000,,basic materials,other industrial metals & mining,,,,,,,,,
399,0.674484,0,trina solar co ltd,"changzhou,china",china,,,,," 18,645",,19940000000,,technology,solar,,,,,,,,,
657,0.67448336,0,tradeweb markets inc,"newyork,ny,unitedstates",united states,,,, 1998," 1,046",lee olesky,19980000000,,financials,capital markets,,,,,,,,,
226,0.67448443,0,sun communities inc,"southfield,mi,unitedstates",united states,,,, 1975," 4,948",gary a shiffman,19980000000,,real estate,reitresidential,,,,,,,,,
225,0.67448443,0,hannover ruck se,"hanover,germany",germany,,,,," 3,346",jean-jacques henchoz,20020000000,,financials,insurancereinsurance,,,,,,,,,
307,0.67448425,0,perkinelmer inc,"waltham,ma,unitedstates",united states,,,, 1937," 16,700",prahlad r singh phd,20050000000,,healthcare,diagnostics & research,,,,,,,,,
878,0.6744732,0,norsk hyasa,"oslo,norway",norway,,,,," 31,264",hilde merete aasheim,20100000000,,                                        basic materials                                    ,                                        aluminum                                    ,,,,,,,,,
714,0.6744831,0,principal financial group inc,"desmoines,ia,unitedstates",united states,,,, 1879," 18,600",daniel joseph houston,20130000000,,financials,insurancediversified,,,,,,,,,
224,0.67448443,0,imperial brands plc,"bristol,unitedkingdom",united kingdom,,,, 1901," 30,300",stefan bomhard,20140000000,,consumer staples,tobacco,,,,,,,,,
194,0.6744845,0,ctbc financial holding co ltd,"taipeicity,taiwan",taiwan,,,,," 21,159",,20150000000,,financials,insurancelife,,,,,,,,,
121,0.6744846,0,china railway group ltd,"kowloon,hongkong",hong kong,,,,," 288,729",,20150000000,,industrials,engineering & construction,,,,,,,,,
495,0.67448384,0,telenor asa,"fornebu,norway",norway,,,,," 18,000",sigve brekke,20150000000,,                                        communication services                                    ,                                        telecom services                                    ,,,,,,,,,
574,0.67448366,0,swiss life holding ag,"zurich,switzerland",switzerland,,,,," 8,623",patrick frost,20160000000,,financials,insurancediversified,,,,,,,,,
820,0.6744802,0,the people's insurance company group of china ltd,"beijing,china",china,,,,," 193,494",,27930000000,,financials,insuranceproperty & casualty,,,,,,,,,
95,0.67448467,0,ck hutchison holdings ltd,"central,hongkong",hong kong,,,,," 172,907",,27940000000,,industrials,conglomerates,,,,,,,,,
461,0.6744839,0,airports of thailand public company ltd,"bangkok,thailand",thailand,,,,,,,28000000000,,industrials,airports & air services,,,,,,,,,
642,0.6744834,0,sirius xm holdings inc,"newyork,ny,unitedstates",united states,,,," july 29, 2008"," 5,590",jennifer c witz,28050000000,,communication services,broadcasting,,,,,,,,,
758,0.6744829,0,porsche automobil holding se,"stuttgart,germany",germany,,,,, 888,george wills,28150000000,,consumer discretionary,auto manufacturers,,,,,,,,,
911,0.6744703,0,semiconductor manufacturing international corp,"shanghai,china",china,,,,," 17,354",hai jun zhao,28240000000,,technology,semiconductors,,,,,,,,,
641,0.6744834,0,tesco plc,"welwyngardencity,unitedkingdom",united kingdom,,,," 1919  1919  - hackney, london, england"," 360,000",ken murphy,28110000000,,consumer staples,grocery stores,,,,,,,,,
494,0.67448384,0,equifax inc,"atlanta,ga,unitedstates",united states,,,, 1899," 12,700",mark w begor,28240000000,,industrials,consulting services,,,,,,,,,
656,0.67448336,0,ashtead group plc,"london,unitedkingdom",united kingdom,,,, 1947," 21,033",brendan horgan,28280000000,,industrials,rental & leasing services,,,,,,,,,
834,0.6744779,0,cerner corporation,"northkansascity,mo,unitedstates",united states,,,, 1979," 25,150",david todd feinberg mba,28310000000,,healthcare,health information services,,,,,,,,,
527,0.6744838,0,hormel foods corporation,"austin,mn,unitedstates",united states,,,, 1891," 20,000",james p snee,28520000000,,consumer staples,packaged foods,,,,,,,,,
818,0.6744803,0,apa group,"sydney,nsw,australia",australia,,,,," 2,000",robert anthony wheals ca bcom bcom ca gaicd maicd,28550000000,,utilities,utilitiesregulated gas,,,,,,,,,
727,0.67448306,0,naturgy energy group sa,"humanesdemadrid,spain",spain,,,,," 7,231",francisco miguel reynas massanet,28710000000,,utilities,utilitiesregulated gas,,,,,,,,,
306,0.67448425,0,techtronic industries company ltd,"kwaichung,hongkong",hong kong,,,,," 51,426",joseph galli jr bsba mba mba,28750000000,,industrials,tools & accessories,,,,,,,,,
29,0.67448515,0,csx corporation,"jacksonville,fl,unitedstates",united states,,,," november 1, 1980"," 20,900",james m foote,28900000000,,industrials,railroads,,,,,,,,,
28,0.67448515,0,svb financial group,"santaclara,ca,unitedstates",united states,,,, 1983," 6,567",gregory w becker,28910000000,,financials,banks,,,,,,,,,
548,0.6744837,0,cosco shipping holdings co ltd,"shanghai,china",china,,,,," 29,379",,28930000000,,industrials,marine shipping,,,,,,,,,
757,0.6744829,0,rwe ag,"essen,germany",germany,,,,," 18,902",markus krebber,29060000000,,utilities,utilitiesdiversified,,,,,,,,,
253,0.6744844,0,las vegas sands corp,"lasvegas,nv,unitedstates",united states,,,," november 17, 1988"," 44,500",robert glen goldstein,29070000000,,consumer discretionary,resorts & casinos,,,,,,,,,
960,0.6744586,0,tongwei co ltd,"chengdu,china",china,,,,," 25,549",,29100000000,,consumer staples,farm products,,,,,,,,,
156,0.67448455,0,rogers communications inc,"toronto,on,canada",canada,,,,," 23,000",anthony staffieri fca fca fcpa,29130000000,,communication services,telecom services,,,,,,,,,
876,0.67447346,0,electricite de france sa,"paris,france",france,,,,," 163,423",jean-bernard levy,29170000000,,utilities,utilitiesdiversified,,,,,,,,,
155,0.67448455,0,amadeus it group sa,"madrid,spain",spain,,,,," 15,936",luis maroto camino,29190000000,,technology,information technology services,,,,,,,,,
223,0.67448443,0,astellas pharma inc,"tokyo,japan",japan,,,,," 15,455",kenji yasukawa phd,29220000000,,healthcare,drug manufacturersgeneral,,,,,,,,,
713,0.6744831,0,keysight technologies inc,"santarosa,ca,unitedstates",united states,,,, 2014," 14,300",ronald s nersesian,29400000000,,technology,scientific & technical instruments,,,,,,,,,
27,0.67448515,0,ball corporation,"westminster,ca,unitedstates",united states,,,, 1880," 24,300",john a hayes,29400000000,,consumer discretionary,packaging & containers,,,,,,,,,
305,0.67448425,0,saudi electricity company,"riyadh,saudiarabia",saudi arabia,,,,,,,29420000000,,utilities,utilitiesregulated electric,,,,,,,,,
398,0.674484,0,weyerhaeuser company,"seattle,wa,unitedstates",united states,,,, 1900," 9,214",devin w stockfish esq jd,29420000000,,real estate,reitspecialty,,,,,,,,,
572,0.67448366,0,nasdaq inc,"newyork,ny,unitedstates",united states,,,," february 8, 1971"," 5,814",adena t friedman,29520000000,,financials,financial data & stock exchanges,,,,,,,,,
712,0.6744831,0,spotify technology sa,"luxembourg,luxembourg",luxembourg,,,, 23 april 2006," 6,617",daniel g ek,29560000000,,                                        communication services                                    ,                                        internet content & information                                    ,,,,,,,,,
571,0.67448366,0,copart inc,"dallas,tx,unitedstates",united states,,,," vallejo, california 1982"," 8,600",a jayson adair,29580000000,,industrials,specialty business services,,,,,,,,,
154,0.67448455,0,cathay financial holding co ltd,"taipei,taiwan",taiwan,,,,," 57,347",,29580000000,,financials,insurancelife,,,,,,,,,
376,0.6744841,0,unicredit spa,"milan,mi,italy",italy,,,,," 80,879",andrea orcel,29650000000,,financials,banks,,,,,,,,,
800,0.67448246,0,kbc group nv,"brussels,belgium",belgium,,,,," 33,916",johan thijs,29810000000,,financials,banks,,,,,,,,,
