name,headquarters,country,address,founded,employees,ceo,founders,market_cap,share_price,categories,sector,link,type
apple,,usa,,,,,,2242000000000,140,"tech, software, dowjones, techhardware, electronics",,,
mcdonald,,usa,,,,,,198000000000,270,"restaurantchains, dowjones, food",,,
t-mobile us,,usa,,,,,,185110000000,148,telecommunication,,,
toyota,,japan,,,,,,195660000000,141,"automakers, manufacturing",,,
cisco,,usa,,,,,,197920000000,48,"tech, electronics, networkinghardware, dowjones, telecommunicationsequipment, techhardware",,,
danaher,,usa,,,,,,195260000000,268,conglomerate,,,
novartis,,switzerland,,,,,,197310000000,91,"pharmaceuticals, biotech",,,
abbott laboratories,,usa,,,,,,182740000000,104,medicaldevices,,,
l'oreal,,france,,,,,,199760000000,373,"consumergoods, cac40, cosmeticsandbeauty",,,
icbc,,china,,,,,,211550000000,0,"banks, financialservices",,,
broadcom,,usa,,,,,,209990000000,518,"semiconductors, tech",,,
costco,,usa,,,,,,213320000000,481,"retail, supermarketchains",,,
oracle,,usa,,,,,,212400000000,78,"tech, software",,,
astrazeneca,,uk,,,,,,213370000000,68,"pharmaceuticals, biotech",,,
shell,,uk,,,,,,204680000000,56,"oilgas, energy",,,
reliance industries,,india,,,,,,217560000000,32,conglomerate,,,
lowe's companies,,usa,,,,,,125100000000,206,retail,,,
hdfc bank,,india,,,,,,125580000000,67,"banks, financialservices",,,
lockheed martin,,usa,,,,,,126110000000,481,"aerospace, defensecontractors, aircraftmanufacturers, manufacturing",,,
aia,,hong kong,,,,,,126630000000,10,insurance,,,
petrochina,,china,,,,,,129070000000,0,"oilgas, energy",,,
elevance health,,usa,,,,,,127170000000,529,"healthcare, insurance",,,
unilever,,uk,,,,,,129330000000,50,"food, consumergoods",,,
sap,,germany,,,,,,129889999999,107,"tech, software, dax",,,
union pacific corporation,,usa,,,,,,130470000000,212,"railways, transportation, infrastructure",,,
salesforce,,usa,,,,,,130470000000,130,"software, dowjones, tech",,,
cm bank,,china,,,,,,130680000000,5,"banks, financialservices",,,
ibm,,usa,,,,,,132000000000,147,"tech, software, dowjones",,,
qualcomm,,usa,,,,,,132509999999,118,"tech, semiconductors, techhardware",,,
deere & company,,usa,,,,,,132990000000,440,"machinerymanufacturing, manufacturing",,,
royal bank of canada,,canada,,,,,,134259999999,96,"banks, financialservices",,,
prosus,,netherlands,,,,,,134289999999,66,investment,,,
meituan,,china,,,,,,141730000000,22,"internet, tech, ecommerce",,,
cvs health,,usa,,,,,,134389999999,102,"healthcare, pharmaceuticals, drugstore, retail",,,
netflix,,usa,,,,,,137250000000,308,"entertainment, internet, tech",,,
at&t,,usa,,,,,,137550000000,19,telecommunication,,,
dior,,france,,,,,,134889999999,747,"luxurygoods, clothing",,,
conocophillips,,usa,,,,,,143140000000,114,"oilgas, energy",,,
agricultural bank of china,,china,,,,,,142890000000,0,"banks, financialservices",,,
ping an insurance,,china,,,,,,120970000000,6,insurance,,,
3m,,usa,,,,,,69830000000,126,"dowjones, glovesppe",,,
china yangtze power,,china,,,,,,68170000000,3,"electricity, utilitycompanies",,,
humana,,usa,,,,,,69520000000,549,insurance,,,
iberdrola,,spain,,,,,,69790000000,11,"electricity, energy",,,
moderna,,usa,,,,,,68760000000,179,"pharmaceuticals, mrnatherapeutics, biotech",,,
air products and chemicals,,usa,,,,,,70010000000,315,chemicals,,,
mercedes-benz,,germany,,,,,,70560000000,65,"automakers, manufacturing, dax, autonomousdriving",,,
becton dickinson,,usa,,,,,,69840000000,246,medicaldevices,,,
zoetis,,usa,,,,,,70020000000,150,"pharmaceuticals, biotech",,,
zurich insurance group,,switzerland,,,,,,70970000000,478,insurance,,,
target,,usa,,,,,,70770000000,153,"retail, supermarketchains",,,
schlumberger,,usa,,,,,,70610000000,49,"oilgas, energy",,,
mitsubishi ufj financial,,japan,,,,,,71080000000,5,"banks, financialservices",,,
petrobras,,brazil,,,,,,72260000000,11,"oilgas, energy",,,
sinopec,,china,,,,,,73630000000,0,"oilgas, energy",,,
canadian pacific railway,,canada,,,,,,73450000000,78,"railways, transportation, infrastructure",,,
gazprom,,russia,,,,,,73260000000,3,"oilgas, energy",,,
compagnie financiere richemont,,switzerland,,,,,,74110000000,130,luxurygoods,,,
southern company,,usa,,,,,,74570000000,68,"energy, oilgas, electricity, utilitycompanies",,,
glaxosmithkline,,uk,,,,,,75490000000,36,"biotech, pharmaceuticals",,,
booking holdings bookingcom,,usa,,,,,,75850000000,1,"internet, travel, onlinetravel, tech",,,
eog resources,,usa,,,,,,74100000000,126,"energy, oilgas",,,
air liquide,,france,,,,,,75980000000,144,"cac40, chemicals",,,
duke energy,,usa,,,,,,76680000000,99,"energy, electricity, oilgas, utilitycompanies",,,
progressive,,usa,,,,,,76330000000,130,insurance,,,
bayer,,germany,,,,,,55330000000,55,"pharmaceuticals, chemicals, dax, biotech",,,
marathon petroleum,,usa,,,,,,51080000000,109,,,,
itc,,india,,,,,,50960000000,4,tobacco,,,
archer daniels midland adm,,usa,,,,,,51180000000,93,food,,,
sempra energy,,usa,,,,,,51050000000,162,"energy, oilgas, electricity, infrastructure",,,
general mills,,usa,,,,,,51760000000,87,food,,,
rosneft,,russia,,,,,,52210000000,5,"oilgas, energy",,,
enterprise products,,usa,,,,,,51900000000,23,"oilgas, energy",,,
reckitt benckiser,,uk,,,,,,52260000000,71,consumergoods,,,
midea,,china,,,,,,51920000000,7,"homekitchenappliances, manufacturing",,,
o'reilly automotive,,usa,,,,,,51860000000,828,,,,
public storage,,usa,,,,,,52270000000,296,"realestate, investment, reits",,,
safran,,france,,,,,,52560000000,122,"cac40, aerospace, defensecontractors",,,
uber,,usa,,,,,,52650000000,26,"ridesharing, internet, tech, transportation",,,
ford,,usa,,,,,,52660000000,13,"automakers, manufacturing",,,
kkr & co,,usa,,,,,,53140000000,47,investment,,,
industrial bank,,china,,,,,,52860000000,2,"banks, financialservices",,,
monster beverage,,usa,,,,,,52850000000,101,beverages,,,
london stock exchange,,uk,,,,,,53400000000,96,"financialservices, stockexchanges, stockcryptoexchanges",,,
moody's,,usa,,,,,,53250000000,290,financialservices,,,
foshan haitian flavouring and food,,china,,,,,,53170000000,11,food,,,
united heavy machinery,,russia,,,,,,53580000000,63,"machinerymanufacturing, manufacturing",,,
anglo american,,uk,,,,,,53730000000,39,mining,,,
china telecom,,china,,,,,,53920000000,0,telecommunication,,,
keurig pepper,,usa,,,,,,53730000000,37,beverages,,,
general motors,,usa,,,,,,53920000000,37,"automakers, manufacturing",,,
maaden,,saudi arabia,,,,,,44770000000,18,mining,,,
samsung biologics,,south korea,,,,,,44620000000,626,"biotech, manufacturing",,,
hess,,usa,,,,,,41550000000,134,"oilgas, energy",,,
autodesk,,usa,,,,,,41710000000,193,"software, tech",,,
wanhua chemical,,china,,,,,,41630000000,13,chemicals,,,
cheniere energy,,usa,,,,,,27670000000,57,"oilgas, energy",,,
devon energy,,usa,,,,,,42000000000,64,,,,
exelon corporation,,usa,,,,,,42040000000,42,electricity,,,
chipotle mexican grill,,usa,,,,,,41840000000,1,"restaurantchains, food",,,
biogen,,usa,,,,,,42060000000,292,"pharmaceuticals, biotech",,,
infineon,,germany,,,,,,42450000000,32,"semiconductors, tech, dax, techhardware",,,
nxp semiconductors,,netherlands,,,,,,42480000000,163,"semiconductors, tech, techhardware",,,
workday,,usa,,,,,,42330000000,164,"software, tech",,,
bce,,canada,,,,,,42680000000,46,"telecommunication, mediapress",,,
sysco,,usa,,,,,,42660000000,84,,,,
republic services,,usa,,,,,,42840000000,135,wasterecycling,,,
ecolab,,usa,,,,,,42140000000,147,,,,
tc energy,,canada,,,,,,42690000000,42,"oilgas, transportation, energy, infrastructure",,,
chugai pharmaceutical,,japan,,,,,,43330000000,26,"pharmaceuticals, biotech",,,
mercadolibre,,argentina,,,,,,43440000000,863,"ecommerce, internet, tech",,,
enphase energy,,usa,,,,,,43090000000,317,"software, tech, electronics",,,
fortescue,,australia,,,,,,43110000000,14,mining,,,
the travelers companies,,usa,,,,,,44060000000,188,"dowjones, insurance",,,
ing,,netherlands,,,,,,43920000000,11,"banks, financialservices",,,
cadence design systems,,usa,,,,,,44050000000,160,"software, tech, electronics, techhardware",,,
paychex,,usa,,,,,,43400000000,120,professionalservices,,,
consolidated edison,,usa,,,,,,34270000000,96,"electricity, energy",,,
marvell technology group,,usa,,,,,,34470000000,40,"tech, semiconductors, techhardware, manufacturing",,,
xiaomi,,china,,,,,,34290000000,1,"electronics, tech, techhardware",,,
cummins,,usa,,,,,,34400000000,243,"machinerymanufacturing, manufacturing",,,
dsv,,denmark,,,,,,34500000000,154,transportation,,,
allstate,,usa,,,,,,34500000000,130,insurance,,,
amerisourcebergen,,usa,,,,,,34470000000,170,healthcare,,,
wuxi apptec,,china,,,,,,34620000000,10,"pharmaceuticals, medicaldevices, biotech",,,
dupont de nemours,,usa,,,,,,34620000000,69,chemicals,,,
hapag-lloyd,,germany,,,,,,34660000000,197,"transportation, containershipping, maritimetransportation",,,
idexx laboratories,,usa,,,,,,34790000000,420,,,,
stmicroelectronics,,switzerland,,,,,,34860000000,37,"cac40, semiconductors, tech, techhardware, manufacturing",,,
hoya,,japan,,,,,,34890000000,97,"glassesandcontactlenses, manufacturing",,,
axis bank,,india,,,,,,34890000000,11,"banks, financialservices",,,
electronic arts,,usa,,,,,,34780000000,126,"videogames, esports, entertainment, tech",,,
banco bilbao vizcaya argentaria,,spain,,,,,,35080000000,5,"banks, financialservices",,,
