name,headquarters,country,continent,region,founded,employees,ceo,market_cap,categories,sector,revenue,link,share_price,founders,address,type
honeywell international,,usa,,,,,darius adamczyk,148530000000,,,,,,,,
toronto-dominion bank,,canada,,,,,bharat masrani,144320000000,,,,,,,,
petrochina company,,china,,,,,wang dongjin,143700000000,,,,,,,,
christian dior,,france,,,,,pietro beccari,143380000000,,,,,,,,
shopify,,canada,,,,,tobias lutke,143340000000,,,,,,,,
keyence corporation,,japan,,,,,yu nakata,142420000000,,,,,,,,
medtronic,,ireland,,,,,geoffrey s martha,141390000000,,,,,,,,
bristol-myers squibb company,,usa,,,,,giovanni caforio,139460000000,,,,,,,,
siemens,,germany,,,,,roland busch,138710000000,,,,,,,,
totalenergies se,,france,,,,,patrick pouyanne,138010000000,,,,,,,,
cvs health corporation,,usa,,,,,karen s lynch,137540000000,,,,,,,,
unilever group,,netherlands uk,,,,,alan jope,137220000000,,,,,,,,
t-mobile us,,usa,,,,,mike sievert,137070000000,,,,,,,,
bank of china,,china,,,,,gao yingxin,135640000000,,,,,,,,
blackrock,,usa,,,,,larry fink,135550000000,,,,,,,,
schwarz group,,germany,,,,,,,,,,,,,,
raytheon technologies corporation,,usa,,,,,gregory hayes,135370000000,,,,,,,,
american express company,,usa,,,,,stephen squeri,135070000000,,,,,,,,
volkswagen,,germany,,,,,herbert diess,134250000000,,,,,,,,
applied materials,,usa,,,,,gary e dickerson,134000000000,,,,,,,,
hsbc holdings,,uk,,,,,noel quinn,132940000000,,,,,,,,
the goldman sachs group,,usa,,,,,david m solomon,132600000000,,,,,,,,
wuliangye yibin,,china,,,,,chen lin,132390000000,,,,,,,,
citi group,,usa,,,,,jane fraser,130530000000,,,,,,,,
china mobile,,china,,,,,li yue,130510000000,,,,,,,,
amgen,,usa,,,,,robert a bradway,128030000000,,,,,,,,
youtube,,usa,,,,,susan wojcicki,,,,,,,,,
estee lauder companies,,usa,,,,,fabrizio freda,127760000000,,,,,,,,
boeing company,,usa,,,,,dave calhoun,126650000000,,,,,,,,
sanofi,,france,,,,,paul hudson,126370000000,,,,,,,,
starbucks corporation,,usa,,,,,laxman narasimhan,126200000000,,,,,,,,
commonwealth bank of australia,,australia,,,,,matt comyn,125770000000,,,,,,,,
aia group,,hong kong,,,,,lee yuan siong,125620000000,,,,,,,,
diageo,,uk,,,,,ivan menezes,123290000000,,,,,,,,
american tower corporation reit,,usa,,,,,tom bartlett,121400000000,,,,,,,,
caterpillar,,usa,,,,,jim umpleby,121270000000,,,,,,,,
ibm,,usa,,,,,arvind krishna,120850000000,,,,,,,,
rio tinto group,,uk,,,,,jakob stausholm,116980000000,,,,,,,,
deere & company,,usa,,,,,john c may,116400000000,,,,,,,,
intuitive surgical,,usa,,,,,gary s guthart,115850000000,,,,,,,,
hdfc bank,,india,,,,,sashidhar jagdishan,114330000000,,,,,,,,
prologis,,usa,,,,,hamid moghadam,113660000000,,,,,,,,
servicenow,,usa,,,,,bill mcdermott,112710000000,,,,,,,,
general electric company,,usa,,,,,h lawrence culp jr,111350000000,,,,,,,,
target corporation,,usa,,,,,brian cornell,110570000000,,,,,,,,
glaxosmithkline,,uk,,,,,dame emma walmsley,110320000000,,,,,,,,
china life insurance company,,china,,,,,dairen lin,109770000000,,,,,,,,
anheuser-busch inbev,,belgium,,,,,michel doukeris,109500000000,,,,,,,,
charter communications,,usa,,,,,thomas m rutledge,109450000000,,,,,,,,
gazprom,,russia,,,,,alexey miller,108150000000,,,,,,,,
s&p global,,usa,,,,,douglas l peterson,107670000000,,,,,,,,
schneider electric,,france,,,,,jean-pascal tricoire,107120000000,,,,,,,,
ingram micro,,usa,,,,,,,,,,,,,,
vanguard group,,usa,,,,,,,,,,,,,,
conocophillips company,,usa,,,,,ryan lance,106360000000,,,,,,,,
jdcom,,china,,,,,liu qiangdong,106000000000,,,,,,,,
micron technology,,usa,,,,,sanjay mehrotra,105800000000,,,,,,,,
anthem,,usa,,,,,gail koziara boudreaux,105580000000,,,,,,,,
airbnb,,usa,,,,,brian chesky,105510000000,,,,,,,,
airbus,,netherlands,,,,,guillaume faury,105090000000,,,,,,,,
koch industries,,usa,,,,,,,,,,,,,,
bytedance,,china,,,,,,,,,,,,,,
sea limited,,singapore,,,,,forrest li,104350000000,,,,,,,,
3m company,,usa,,,,,mike roman,103700000000,,,,,,,,
allianz se,,germany,,,,,oliver bate,103280000000,,,,,,,,
infosys,,india,,,,,salil parekh,102720000000,,,,,,,,
merck kgaa on,,germany,,,,,belen garijo,102500000000,,,,,,,,
nippon telegraph and telephone corporation,,japan,,,,,jun sawada,101570000000,,,,,,,,
ntt docomo,,japan,,,,,motoyuki ii,101260000000,,,,,,,,
kering,,france,,,,,francois-henri pinault,101130000000,,,,,,,,
automatic data processing adp,,usa,,,,,carlos a rodriguez,100640000000,,,,,,,,
booking holdings,,usa,,,,,glenn d fogel,99972000000,,,,,,,,
zoetis,,usa,,,,,juan ramon alaix,99872000000,,,,,,,,
stryker corporation,,usa,,,,,kevin a lobo,99429000000,,,,,,,,
lockheed martin corporation,,usa,,,,,james d taiclet,99322000000,,,,,,,,
inditex industria de diseno textil,,spain,,,,,pablo isla,98655000000,,,,,,,,
ford motor company,,usa,,,,,jim farley,97668000000,,,,,,,,
bp plc,,uk,,,,,bernard looney,97619000000,,,,,,,,
csl,,australia,,,,,paul perreault,97072000000,,,,,,,,
al rajhi banking and investment corporation,,saudi arabia,,,,,waleed a al-mogbel,94931000000,,,,,,,,
robert bosch,,germany,,,,,,,,,,,,,,
the pnc financial services group,,usa,,,,,william s demchak,94557000000,,,,,,,,
saudi basic industries corporation sabic,,saudi arabia,,,,,yousef al-benyan,94398000000,,,,,,,,
lam research corporation,,usa,,,,,timothy m archer,94235000000,,,,,,,,
mondelez international,,usa,,,,,dirk van de put,94230000000,,,,,,,,
byd company,,china,,,,,,92257000000,,,,,,,,
deutsche telekom ag,,germany,,,,,timotheus hottges,92028000000,,,,,,,,
snowflake,,usa,,,,,frank slootman,91792000000,,,,,,,,
altria group,,usa,,,,,billy gifford,91427000000,,,,,,,,
audi ag,,germany,,,,,markus duesmann,,,,,,,,,
deloitte,,uk,,,,,anders dons,,,,,,,,,
bnp paribas,,france,,,,,jean-laurent bonnafe,90457000000,,,,,,,,
us bancorp,,usa,,,,,andrew cecere,90451000000,,,,,,,,
general motors company,,usa,,,,,mary barra,90407000000,,,,,,,,
cargill,,usa,,,,,,,,,,,,,,
recruit holdings,,japan,,,,,hisayuki idekoba,90237000000,,,,,,,,
brookfield asset management,,canada,,,,,bruce flatt,89968000000,,,,,,,,
equinor asa,,norway,,,,,anders opedal,89918000000,,,,,,,,
british american tobacco,,uk,,,,,jack bowles,89470000000,,,,,,,,
mercedec benz group ag,,germany,,,,,ola kallenius,89412000000,,,,,,,,
gilead sciences,,usa,,,,,daniel o'day,89387000000,,,,,,,,
essilor luxottica,,france,,,,,francesco milleri,89047000000,,,,,,,,
the tjx companies,,usa,,,,,ernie herrman,88726000000,,,,,,,,
analog devices,,usa,,,,,vincent roche,88697000000,,,,,,,,
bank of nova scotia,,canada,,,,,brian j porter,87963000000,,,,,,,,
tokyo electron limited,,japan,,,,,toshiki kawai,87398000000,,,,,,,,
canadian national railway company,,canada,,,,,tracy robinson,87195000000,,,,,,,,
truist financial corporation,,usa,,,,,william h bill rogers jr,86768000000,,,,,,,,
moderna,,usa,,,,,stephane bancel,86710000000,,,,,,,,
chubb,,switzerland,,,,,evan g greenberg,86661000000,,,,,,,,
swatch group ag,,switzerland,,,,,nick hayek jr,85629000000,,,,,,,,
midea group,,china,,,,,paul fang,85137000000,,,,,,,,
sherwin-williacompany,,usa,,,,,john g morikis,84747000000,,,,,,,,
pricewaterhousecoopers,,uk,,,,,,,,,,,,,,
compagnie financiere richemont sa,,switzerland,,,,,jerome lambert,84500000000,,,,,,,,
air liquide,,france,,,,,francois jackow,84264000000,,,,,,,,
crown castle international corporation,,usa,,,,,jay a brown,84163000000,,,,,,,,
sberbank of russia,,russia,,,,,herman gref,83756000000,,,,,,,,
csx corporation,,usa,,,,,james m foote,83196000000,,,,,,,,
blackstone group,,usa,,,,,stephen a schwarzman,82928000000,,,,,,,,
allergan,,ireland,,,,,brenton l saunders,,,,,,,,,
marsh & mclennan companies,,usa,,,,,daniel s glaser,82707000000,,,,,,,,
publix,,usa,,,,,,,,,,,,,,
enbridge,,canada,,,,,al monaco,82219000000,,,,,,,,
softbank group,,japan,,,,,masayoshi son,81219000000,,,,,,,,
siemens healthineers ag,,germany,,,,,bernd montag,81178000000,,,,,,,,
cme group,,usa,,,,,terrence a duffy,80879000000,,,,,,,,
uber technologies,,usa,,,,,dara khosrowshahi,80534000000,,,,,,,,
duke energy corporation,,usa,,,,,lynn good,80396000000,,,,,,,,
national commercial bank,,saudi arabia,,,,,faisal omar al-sakkaf,79842000000,,,,,,,,
life insurance corporation of india,,india,,,,,,,,,,,,,,
enel,,italy,,,,,francesco starace,79770000000,,,,,,,,
psbc postal savings bank of china,,china,,,,,lv jiajin,79132000000,,,,,,,,
china yangtze power,,china,,,,,lei mingshan,78971000000,,,,,,,,
mitsubishi ufj financial group,,japan,,,,,hironori kamezawa,78838000000,,,,,,,,
deutsche post ag,,germany,,,,,frank appel,78472000000,,,,,,,,
reliance jio,,india,,,,,,,,,,,,,,
hca healthcare,,usa,,,,,samuel n hazen,78443000000,,,,,,,,
atlas copco ab,,sweden,,,,,mats rahmstrom,78380000000,,,,,,,,
china petroleum & chemical corporation sinopec,,china,,,,,,77722000000,,,,,,,,
investor ab publ,,sweden,,,,,johan forssell,77328000000,,,,,,,,
cigna corporation,,usa,,,,,david cordani,77282000000,,,,,,,,
illinois tool works,,usa,,,,,ernest scott santi,77256000000,,,,,,,,
atlassian corporation,,australia,,,,,mike cannon-brookes,76763000000,,,,,,,,
edwards lifesciences corporation,,usa,,,,,michael a mussallem,76356000000,,,,,,,,
hindustan unilever,,india,,,,,sanjiv mehta,76085000000,,,,,,,,
rivian automotive inc,,usa,,,,,rj scaringe,76220000000,,,,,,,,
abb,,switzerland,,,,,bjorn rosengren,76037000000,,,,,,,,
rosneft oil company,,russia,,,,,igor sechin,75445000000,,,,,,,,
adyen,,netherlands,,,,,pieter van der,75414000000,,,,,,,,
intercontinental exchange,,usa,,,,,jeffrey c sprecher,75074000000,,,,,,,,
axa,,france,,,,,thomas buberl,74588000000,,,,,,,,
bank of montreal,,canada,,,,,darryl white,73370000000,,,,,,,,
icici bank,,india,,,,,sandeep bakhshi,73325000000,,,,,,,,
hong kong exchanges and clearing hkex,,hong kong,,,,,nicolas aguzin,73044000000,,,,,,,,
hangzhou hikvision digital technology,,china,,,,,hongjia gong,72956000000,,,,,,,,
sk hynix,,south korea,,,,,lee seok-hee,72832000000,,,,,,,,
the southern company,,usa,,,,,thomas a fanning,72745000000,,,,,,,,
becton dickinson and company,,usa,,,,,thomas polen,72444000000,,,,,,,,
norfolk southern corporation,,usa,,,,,james a squires,72227000000,,,,,,,,
foshan haitian flavouring and food company,,china,,,,,pang kang,72144000000,,,,,,,,
iberdrola,,spain,,,,,jose ignacio sanchez galan,72100000000,,,,,,,,
fiserv,,usa,,,,,frank bisignano,71853000000,,,,,,,,
vale sa,,brazil,,,,,eduardo bartolomeo,71751000000,,,,,,,,
fidelity national information services,,usa,,,,,gary a norcross,71635000000,,,,,,,,
shin-etsu chemical,,japan,,,,,yasuhiko saito,71309000000,,,,,,,,
dassault systemes,,france,,,,,bernard charles,71224000000,,,,,,,,
colgate-palmolive company,,usa,,,,,noel r wallace,71170000000,,,,,,,,
glencore,,switzerland,,,,,gary nagle,70870000000,,,,,,,,
bayerische motoren werke bmw,,germany,,,,,,70505000000,,,,,,,,
canadian pacific railway,,canada,,,,,keith creel,70397000000,,,,,,,,
ernst & young,,uk,,,,,,,,,,,,,,
marvell technology group,,bermuda,,,,,matthew murphy,70128000000,,,,,,,,
pinduoduo,,china,,,,,colin huang zheng,70059000000,,,,,,,,
fedex corporation,,usa,,,,,raj subramaniam,69949000000,,,,,,,,
equinix,,usa,,,,,charles j meyers,69777000000,,,,,,,,
novatek,,russia,,,,,leonid viktorovich mikhelson,69387000000,,,,,,,,
moody's corporation,,usa,,,,,rob fauber,69229000000,,,,,,,,
lucid group inc,,usa,,,,,,69115000000,,,,,,,,
national australia bank,,australia,,,,,ross mcewan,69038000000,,,,,,,,
basf se,,germany,,,,,,68991000000,,,,,,,,
ap moller - maersk a/s,,denmark,,,,,soren skou,68834000000,,,,,,,,
petroleo brasileiro - petrobras,,brazil,,,,,roberto castello branco,68812000000,,,,,,,,
aldi,,germany,,,,,,,,,,,,,,
kddi corporation,,japan,,,,,takashi tanaka,68132000000,,,,,,,,
longi green energy technology,,china,,,,,,68086000000,,,,,,,,
zurich insurance group ag,,switzerland,,,,,mario greco,67906000000,,,,,,,,
waste management,,usa,,,,,james c fish jr,67667000000,,,,,,,,
nongfu spring,,china,,,,,,66972000000,,,,,,,,
eaton corporation,,ireland,,,,,craig arnold,66905000000,,,,,,,,
netease,,china,,,,,ding lei,66904000000,,,,,,,,
denso corporation,,japan,,,,,koji arima,66747000000,,,,,,,,
ubs group ag,,switzerland,,,,,ralph hamers,66672000000,,,,,,,,
snap inc,,usa,,,,,evan spiegel,66581000000,,,,,,,,
industrial bank,,china,,,,,doyle mitchell jr,66409000000,,,,,,,,
america movil,,mexico,,,,,daniel hajj aboumrad,66199000000,,,,,,,,
pt bank central asia tbk,,indonesia,,,,,jahja setiaatmadja,66014000000,,,,,,,,
air products and chemicals,,usa,,,,,seifi ghasemi,65931000000,,,,,,,,
ecolab,,usa,,,,,christophe beck,65873000000,,,,,,,,
capital one financial corporation,,usa,,,,,richard fairbank,65839000000,,,,,,,,
nidec corporation,,japan,,,,,jun seki,65389000000,,,,,,,,
daikin industries,,japan,,,,,masanori togawa,65363000000,,,,,,,,
block inc,,usa,,,,,jack dorsey,65289000000,,,,,,,,
dbs group holdings,,singapore,,,,,piyush gupta,65120000000,,,,,,,,
whatsapp,,usa,,,,,,,,,,,,,,
china shenhua energy company,,china,,,,,yang jiping,64993000000,,,,,,,,
dominion energy,,usa,,,,,robert m blue,64963000000,,,,,,,,
regeneron pharmaceuticals,,usa,,,,,leonard schleifer,64927000000,,,,,,,,
stellantis nv,,netherlands,,,,,carlos tavares,64800000000,,,,,,,,
progressive corporation,,usa,,,,,tricia griffith,63805000000,,,,,,,,
china tourism group duty free corporation limited,,china,,,,,,63571000000,,,,,,,,
mediatek,,taiwan,,,,,rick tsai,63350000000,,,,,,,,
kla corporation,,usa,,,,,richard p wallace,63213000000,,,,,,,,
northrop grumman corporation,,usa,,,,,kathy warden,63001000000,,,,,,,,
ferrari,,italy,,,,,benedetto vigna,62961000000,,,,,,,,
wal-mart de mexico,,mexico,,,,,guilherme loureiro,62573000000,,,,,,,,
workday,,usa,,,,,chano fernandez,62560000000,,,,,,,,
shenzhen mindray bio-medical electronics,,china,,,,,,62482000000,,,,,,,,
public storage,,usa,,,,,joseph d russell jr,62411000000,,,,,,,,
hdfc,,india,,,,,sashidhar jagdishan,62404000000,,,,,,,,
aon,,usa,,,,,gregory c case,62305000000,,,,,,,,
reckitt benckiser group,,uk,,,,,laxman narasimhan,62297000000,,,,,,,,
bajaj finance,,india,,,,,sanjiv bajaj,61948000000,,,,,,,,
freeport-mcmoran,,usa,,,,,richard adkerson,61500000000,,,,,,,,
banco santander,,spain,,,,,jose antonio alvarez,61025000000,,,,,,,,
coinbase global inc,,usa,,,,,brian armstrong,60847000000,,,,,,,,
ab volvo,,sweden,,,,,martin lundstedt,60845000000,,,,,,,,
vinci,,france,,,,,xavier huillard,60651000000,,,,,,,,
pernod ricard,,france,,,,,alexanricard,60061000000,,,,,,,,
boston scientific corporation,,usa,,,,,michael f mahoney,60006000000,,,,,,,,
saudi telecom company stc,,saudi arabia,,,,,olayan m alwetaid,59860000000,,,,,,,,
anglo american,,uk,,,,,duncan wanblad,59386000000,,,,,,,,
infineon technologies ag,,germany,,,,,reinhard ploss,59352000000,,,,,,,,
pjsc lukoil,,russia,,,,,vagit alekperov,59246000000,,,,,,,,
softbank corp,,japan,,,,,masayoshi son,59235000000,,,,,,,,
general dynamics corporation,,usa,,,,,phebe novakovic,59220000000,,,,,,,,
scentre group,,australia,,,,,peter kenneth allen,59068000000,,,,,,,,
nxp semiconductors,,netherlands,,,,,kurt sievers richard l clemmer,58859000000,,,,,,,,
state bank of india,,india,,,,,vinay m tonse,58772000000,,,,,,,,
relx,,uk,,,,,erik engstrom,58743000000,,,,,,,,
xiaomi corporation,,china,,,,,lei jun,58447000000,,,,,,,,
macquarie group,,australia,,,,,shemara wikramanayake,116670000000,,,,,,,,
illumina,,usa,,,,,francis desouza,57887000000,,,,,,,,
autodesk,,usa,,,,,andrew anagnost,57703000000,,,,,,,,
lonza group,,switzerland,,,,,pierre-alain ruffieux,57618000000,,,,,,,,
anz banking group,,australia,,,,,shayne elliott,57484000000,,,,,,,,
eog resources,,usa,,,,,ezra yacob,57432000000,,,,,,,,
china telecom corporation,,china,,,,,jie yang,57142000000,,,,,,,,
westpac banking corporation,,australia,,,,,peter king,57029000000,,,,,,,,
emerson electric company,,usa,,,,,lal karsanbhai,57002000000,,,,,,,,
metlife,,usa,,,,,michel a khalaf,56576000000,,,,,,,,
vertex pharmaceuticals,,usa,,,,,reshma kewalramani,56406000000,,,,,,,,
shanxi xinghuacun fen wine factory,,china,,,,,,56401000000,,,,,,,,
ing group,,netherlands,,,,,steven van rijswijk,56183000000,,,,,,,,
hitachi,,japan,,,,,toshiaki higashihara,56145000000,,,,,,,,
hapag-lloyd,,germany,,,,,rolf habben jansen,55995000000,,,,,,,,
canadian imperial bank of commerce,,canada,,,,,victor g dodig,55942000000,,,,,,,,
johnson controls international,,usa,,,,,george oliver,55832000000,,,,,,,,
yihai kerry arawana holdings co ltd,,china,,,,,,55655000000,,,,,,,,
canadian natural resources,,canada,,,,,tim s mckay,55652000000,,,,,,,,
verbund ag,,austria,,,,,michael strugl,55641000000,,,,,,,,
sika ag,,switzerland,,,,,paul schuler,55610000000,,,,,,,,
exelon corporation,,usa,,,,,christopher m crane,55412000000,,,,,,,,
open joint stock company omz,,russia,,,,,,55251000000,,,,,,,,
dollar general corporation,,usa,,,,,todd j vasos,55209000000,,,,,,,,
first abu dhabi bank,,uae,,,,,hana al rostamani,55050000000,,,,,,,,
pacificorp,,usa,,,,,stefan bird,55002000000,,,,,,,,
thomson reuters corporation,,canada,,,,,steve hasker,54854000000,,,,,,,,
adidas,,germany,,,,,kasper rorsted,54843000000,,,,,,,,
east money information,,china,,,,,,54824000000,,,,,,,,
mercadolibre,,argentina,,,,,stelleo passos tolda,54766000000,,,,,,,,
nintendo,,japan,,,,,shuntaro furukawa,54630000000,,,,,,,,
bayer,,germany,,,,,werner baumann,54460000000,,,,,,,,
safran,,france,,,,,olivier andries,54377000000,,,,,,,,
luzhou laojiao,,china,,,,,,54324000000,,,,,,,,
marriott international,,usa,,,,,anthony capuano,54278000000,,,,,,,,
wipro,,india,,,,,thierry delaporte,54257000000,,,,,,,,
intesa sanpaolo,,italy,,,,,carlo messina,53948000000,,,,,,,,
great wall motor company,,china,,,,,,53655000000,,,,,,,,
fast retailing,,japan,,,,,tadashi yanai,53635000000,,,,,,,,
london stock exchange group,,uk,,,,,david schwimmer,53536000000,,,,,,,,
hon hai precision industry,,taiwan,,,,,yang-wei liu,53431000000,,,,,,,,
baidu,,china,,,,,robin li,53368000000,,,,,,,,
chugai pharmaceutical,,japan,,,,,tatsuro kosaka,52995000000,,,,,,,,
simon property group,,usa,,,,,david simon,52996000000,,,,,,,,
keurig pepper,,usa,,,,,robert gamgort,52890000000,,,,,,,,
sf holding,,china,,,,,,52740000000,,,,,,,,
ikea,,usa,,,,,,,,,,,,,,
dsv panalpina,,denmark,,,,,jens bjorn andersen,52508000000,,,,,,,,
ping an bank,,china,,,,,xie yonglin,52303000000,,,,,,,,
national grid transco,,uk,,,,,john pettigrew,52115000000,,,,,,,,
palo alto networks,,usa,,,,,nikesh arora,51848000000,,,,,,,,
te connectivity,,switzerland,,,,,terrence curtin,51743000000,,,,,,,,
eni spa,,italy,,,,,claudio descalzi,51734000000,,,,,,,,
luxshare precision industry,,china,,,,,,51647000000,,,,,,,,
bharti airtel,,india,,,,,gopal vittal,51523000000,,,,,,,,
the bank of new york mellon corporation,,usa,,,,,thomas p gibbons,51473000000,,,,,,,,
fortinet,,usa,,,,,ken xie,51447000000,,,,,,,,
biontech se,,germany,,,,,,51375000000,,,,,,,,
hoya corporation,,japan,,,,,hiroshi suzuki,51220000000,,,,,,,,
qatar national bank,,qatar,,,,,abdulla mubarak al-khalifa,51151000000,,,,,,,,
zoom video communications,,usa,,,,,eric yuan,51136000000,,,,,,,,
enterprise products partners,,usa,,,,,a james teague,51062000000,,,,,,,,
bank of communications,,china,,,,,deqi ren,51057000000,,,,,,,,
jiangsu hengrui medicine,,china,,,,,,50995000000,,,,,,,,
lloyds banking group,,uk,,,,,charlie nunn,51001000000,,,,,,,,
honda motor,,japan,,,,,toshihiro mibe,50891000000,,,,,,,,
murata manufacturing,,japan,,,,,tsuneo murata,50865000000,,,,,,,,
synopsys,,usa,,,,,chi-foon chan,50690000000,,,,,,,,
wanhua chemical group,,china,,,,,,50602000000,,,,,,,,
vmware,,usa,,,,,rangarajan raghuram,50552000000,,,,,,,,
oriental land,,japan,,,,,toshio kagami,50537000000,,,,,,,,
