name,headquarters,country,continent,region,founded,employees,ceo,market_cap,categories,sector,revenue,link,share_price,founders,address,type
apple,,usa,,,,,,2242000000000,"tech, software, dowjones, techhardware, electronics",,,,140,,,
mcdonald,,usa,,,,,,198000000000,"restaurantchains, dowjones, food",,,,270,,,
t-mobile us,,usa,,,,,,185110000000,telecommunication,,,,148,,,
toyota,,japan,,,,,,195660000000,"automakers, manufacturing",,,,141,,,
cisco,,usa,,,,,,197920000000,"tech, electronics, networkinghardware, dowjones, telecommunicationsequipment, techhardware",,,,48,,,
danaher,,usa,,,,,,195260000000,conglomerate,,,,268,,,
novartis,,switzerland,,,,,,197310000000,"pharmaceuticals, biotech",,,,91,,,
abbott laboratories,,usa,,,,,,182740000000,medicaldevices,,,,104,,,
l'oreal,,france,,,,,,199760000000,"consumergoods, cac40, cosmeticsandbeauty",,,,373,,,
icbc,,china,,,,,,211550000000,"banks, financialservices",,,,0,,,
broadcom,,usa,,,,,,209990000000,"semiconductors, tech",,,,518,,,
costco,,usa,,,,,,213320000000,"retail, supermarketchains",,,,481,,,
oracle,,usa,,,,,,212400000000,"tech, software",,,,78,,,
astrazeneca,,uk,,,,,,213370000000,"pharmaceuticals, biotech",,,,68,,,
shell,,uk,,,,,,204680000000,"oilgas, energy",,,,56,,,
reliance industries,,india,,,,,,217560000000,conglomerate,,,,32,,,
lowe's companies,,usa,,,,,,125100000000,retail,,,,206,,,
hdfc bank,,india,,,,,,125580000000,"banks, financialservices",,,,67,,,
lockheed martin,,usa,,,,,,126110000000,"aerospace, defensecontractors, aircraftmanufacturers, manufacturing",,,,481,,,
aia,,hong kong,,,,,,126630000000,insurance,,,,10,,,
petrochina,,china,,,,,,129070000000,"oilgas, energy",,,,0,,,
elevance health,,usa,,,,,,127170000000,"healthcare, insurance",,,,529,,,
unilever,,uk,,,,,,129330000000,"food, consumergoods",,,,50,,,
sap,,germany,,,,,,129889999999,"tech, software, dax",,,,107,,,
union pacific corporation,,usa,,,,,,130470000000,"railways, transportation, infrastructure",,,,212,,,
salesforce,,usa,,,,,,130470000000,"software, dowjones, tech",,,,130,,,
cm bank,,china,,,,,,130680000000,"banks, financialservices",,,,5,,,
ibm,,usa,,,,,,132000000000,"tech, software, dowjones",,,,147,,,
qualcomm,,usa,,,,,,132509999999,"tech, semiconductors, techhardware",,,,118,,,
deere & company,,usa,,,,,,132990000000,"machinerymanufacturing, manufacturing",,,,440,,,
royal bank of canada,,canada,,,,,,134259999999,"banks, financialservices",,,,96,,,
prosus,,netherlands,,,,,,134289999999,investment,,,,66,,,
meituan,,china,,,,,,141730000000,"internet, tech, ecommerce",,,,22,,,
cvs health,,usa,,,,,,134389999999,"healthcare, pharmaceuticals, drugstore, retail",,,,102,,,
netflix,,usa,,,,,,137250000000,"entertainment, internet, tech",,,,308,,,
at&t,,usa,,,,,,137550000000,telecommunication,,,,19,,,
dior,,france,,,,,,134889999999,"luxurygoods, clothing",,,,747,,,
conocophillips,,usa,,,,,,143140000000,"oilgas, energy",,,,114,,,
agricultural bank of china,,china,,,,,,142890000000,"banks, financialservices",,,,0,,,
ping an insurance,,china,,,,,,120970000000,insurance,,,,6,,,
3m,,usa,,,,,,69830000000,"dowjones, glovesppe",,,,126,,,
china yangtze power,,china,,,,,,68170000000,"electricity, utilitycompanies",,,,3,,,
humana,,usa,,,,,,69520000000,insurance,,,,549,,,
iberdrola,,spain,,,,,,69790000000,"electricity, energy",,,,11,,,
moderna,,usa,,,,,,68760000000,"pharmaceuticals, mrnatherapeutics, biotech",,,,179,,,
air products and chemicals,,usa,,,,,,70010000000,chemicals,,,,315,,,
mercedes-benz,,germany,,,,,,70560000000,"automakers, manufacturing, dax, autonomousdriving",,,,65,,,
becton dickinson,,usa,,,,,,69840000000,medicaldevices,,,,246,,,
zoetis,,usa,,,,,,70020000000,"pharmaceuticals, biotech",,,,150,,,
zurich insurance group,,switzerland,,,,,,70970000000,insurance,,,,478,,,
target,,usa,,,,,,70770000000,"retail, supermarketchains",,,,153,,,
schlumberger,,usa,,,,,,70610000000,"oilgas, energy",,,,49,,,
mitsubishi ufj financial,,japan,,,,,,71080000000,"banks, financialservices",,,,5,,,
petrobras,,brazil,,,,,,72260000000,"oilgas, energy",,,,11,,,
sinopec,,china,,,,,,73630000000,"oilgas, energy",,,,0,,,
canadian pacific railway,,canada,,,,,,73450000000,"railways, transportation, infrastructure",,,,78,,,
gazprom,,russia,,,,,,73260000000,"oilgas, energy",,,,3,,,
compagnie financiere richemont,,switzerland,,,,,,74110000000,luxurygoods,,,,130,,,
southern company,,usa,,,,,,74570000000,"energy, oilgas, electricity, utilitycompanies",,,,68,,,
