Cluster ID,Link Score,name,headquarters,country,continent,region,sub_region,founded,employees,ceo,market_cap,categories,sector,industry,revenue,link,share_price,results_for_year,total_equity,founders,market_value,address,type
,,mastercard,"purchase, ny, united states",usa,,,,1966,"24,000",michael miebach,358600000000,financialservices,financials,credit services,18880000000,"https://www.mastercard.com, https://en.wikipedia.org/wiki/mastercard",347,,,,,,
,,thyssenkrupp ag,,germany,,,,,,,3810000000,"steelproducers, steelindustry, manufacturing, engineering",industries,,,,6,,,,,,
,,adecco group ag,,switzerland,,,,,,,5480000000,"staffingemploymentservices, professionalservices",industries,,,,32,,,,,,
,,compass group plc,"chertsey, united kingdom",united kingdom,,,,1941,"480,000",dominic blakemore,40840000000,food,consumer discretionary,restaurants,17.908 billion (2021),"https://www.compass-group.com, https://www.linkedin.com/company/compass-group, https://en.wikipedia.org/wiki/compass group",23,,,,,"foro buonaparte 10, milano, 20121, milano, italy",corporation
158,0.6744844,deutsche bank spa,"frankfurt am main, germany",germany,,,,10 march 1869,"82,969",christian sewing,26380000000,"banks, financialservices, dax",financials,"finance, insurance, and real estate",25.4 billion (2021),"https://www.db.com, https://www.facebook.com/deutschebank, https://twitter.com/deutschebank, https://www.linkedin.com/company/deutsche-bank/, https://en.wikipedia.org/wiki/deutsche bank",10,,,,,"piazza del calendario 3, milano, 20126, milano, italy",corporation
,,eog resources inc,"houston, tx, united states",usa,,,,1999,"2,800",ezra y yacob,74100000000,"energy, oilgas",energy,oil & gas e&p,11032000000,"https://www.eogresources.com, https://en.wikipedia.org/wiki/eog resources",126,,,,,,
804,0.67447084,chunghwa telecom co ltd,"taipei city, taiwan",taiwan,,,,"june 15, 1996","20,341",chi-mau sheih,34060000000,telecommunication,communication services,telecom services,7300000000,"https://www.cht.com.tw, https://en.wikipedia.org/wiki/chunghwa telecom",36,,,,,,
,,huatai securities co ltd,"nanjing, china",china,,,,,"7,375",yi zhou,19550000000,,financials,capital markets,,"https://www.htsc.com.cn, https://www.linkedin.com/company/huatai-securities-co.-ltd.",17,,,,,,
,,mitsubishi estate co ltd,"tokyo, japan",japan,,,,,"9,982",junichi yoshida,20390000000,realestate,real estate,real estatediversified,,https://www.mec.co.jp,13,,,,,,
,,east japan railway company,"tokyo, japan",japan,,,,,"71,973",yuji fukasawa,22780000000,"railways, transportation",industrials,railroads,,https://www.jreast.co.jp,56,,,,,,
,,american electric power company inc,"columbus, oh, united states",usa,,,,1906,"16,688",nicholas k akins,50950000000,"electricity, energy",utilities,utilitiesregulated electric,8879000000,"https://www.aep.com, https://en.wikipedia.org/wiki/american electric power",96,,,,,,
,,chevron,"san ramon, ca, united states",usa,,,,"september 10, 1879","42,595",michael k wirth,333590000000,"oilgas, dowjones, energy",energy,oil & gas integrated,162470000000,"https://www.chevron.com, https://www.facebook.com/chevron, https://twitter.com/chevron, https://www.linkedin.com/company/chevron, https://en.wikipedia.org/wiki/chevron corp.",172,,,,,,
,,mercadolibre inc,"buenos aires, argentina",argentina,,,,"august 2, 1999","29,957",marcos eduardo galperan,49830000000,"ecommerce, internet, tech",consumer discretionary,internet retail,us$3.973 billion (2020): 31,"https://www.mercadolibre.com, https://en.wikipedia.org/wiki/mercadolibre",863,,,,,,
,,shin-etsu chemical co ltd,"tokyo, japan",japan,,,,,"24,629",,63430000000,chemicals,basic materials,chemicals,,https://www.shinetsu.co.jp,123,,,,,,
,,haier smart home co ltd,"qingdao, china",china,,,,,"99,299",,32310000000,homekitchenappliances,consumer discretionary,"transportation, communications, electric, gas, and sanitary services",,https://www.haier.net,3,,,,,"via dodiciville 8, bolzano, 39100, bolzano, italy",corporation
,,merlin properties socimi,"boston, ma, united states",united states,,,,1970,743,owen david thomas,4360000000,realestate,real estate,reitoffice,2960000000,"https://www.bostonproperties.com, https://twitter.com/bxpboston, https://www.linkedin.com/company/boston-properties, https://en.wikipedia.org/wiki/boston properties",9,,,,,,
626,0.67447424,london stock exchange group plc,"london, united kingdom",united kingdom,,,,23 june 2007,"24,158",david schwimmer,53400000000,"financialservices, stockexchanges, stockcryptoexchanges",financials,services," 6,502 million (2021)","https://www.lseg.com, https://www.linkedin.com/company/10426432/, https://en.wikipedia.org/wiki/london stock exchange group",96,,,,,"via giovanni battista pirelli 19, milano, 20124, milano, italy",corporation
1290,0.67446077,japan post bank coltd,"tokyo, japan",japan,,,,,"12,451",frank appel,31930000000,"banks, financialservices",industries,banks,,https://www.jp-bank.japanpost.jp,7,,,,,,
,,legal & general group,,united kingdom,,,,,,nigel wilson,51430000000,"assetmanagement, investment",financials,services,,https://www.generalaccident.com/,3,,,,,"via basento 19, san giuliano milanese, 20098, milano, italy",corporation
165,0.6744843,air liquide sa,"paris, france",france,,,,,"66,400",benoit potier,83240000000,"cac40, chemicals",industries,chemicals,,https://www.airliquide.com,144,,,,,,
164,0.6744843,atlas copco ab,"nacka, sweden",sweden,,,,,"42,862",mats rahmstrom,60970000000,manufacturing,industries,specialty industrial machinery,,https://www.atlascopcogroup.com,11,,,,,,
163,0.6744843,buzzi unicem spa,,italy,,,,,,,3480000000,"cement, buildingmaterials",basic materials,manufacturing,,,18,,,,,"via luigi buzzi 6, casale monferrato, 15033, alessandria, italy",corporation
,,bank of america,"charlotte, nc, united states",usa,,,,1998,"208,000",brian thomas moynihan,350840000000,"banks, financialservices",financials,banks,89110000000,"https://www.bankofamerica.com, https://www.facebook.com/bankofamerica, https://twitter.com/bofa help, https://www.linkedin.com/company/bank-of-america, https://en.wikipedia.org/wiki/bank of america",32,,,,,,
,,mvv energie ag,,germany,,,,,,,2020000000,,utilities,"finance, insurance, and real estate",,,30,,,,,"via vivaro 2, alba, 12051, cuneo, italy",corporation
,,constellium se,,france,,,,,,,1650000000,,basic materials,,,,11,,,,,,
,,rheinmetall ag,,germany,,,,,,,9000000000,"automotivesuppliers, defensecontractors",industries,,,,207,,,,,,
326,0.67448306,bawag group ag,,austria,,,,,,,4530000000,"banks, financialservices",financial services,,,,51,,,,,,
162,0.6744843,voestalpine ag,,austria,,,,,,,4710000000,steelindustry,basic materials,,,,26,,,,,,
,,janus henderson group,,uk,,,,,,,4179999999,"assetmanagement, investment",financial services,,,,25,,,,,,
381,0.67448086,dino polska sa,,poland,,,,,,,7850000000,"retail, supermarketchains",consumer defensive,,,,80,,,,,,
161,0.6744843,commerzbank ag,,germany,,,,,,,10230000000,"banks, financialservices",financial services,,,,8,,,,,,
160,0.6744843,novo nordisk a/s,"bagsvaerd, denmark",denmark,,,,"december 21, 1923","47,792",lars fruergaard jorgensen,284300000000,"pharmaceuticals, biotech",healthcare,biotechnology,dkk 140.80 billion (2021),"https://www.novonordisk.com, https://en.wikipedia.org/wiki/novo nordisk",125,,,,,,
,,mcdonald's,"chicago, il, united states",usa,,,,"may 15, 1940","100,000",christopher j kempczinski,198000000000,"restaurantchains, dowjones, food",consumer discretionary,restaurants,21076000000,"https://corporate.mcdonalds.com, https://www.facebook.com/mcdonalds, https://www.twitter.com/mcdonaldscorp, https://www.linkedin.com/company/mcdonald's-corporation, https://en.wikipedia.org/wiki/mcdonald%27s",270,,,,,,
,,kweichow moutai,"renhuai, china",china,,,,,"29,031",,348220000000,"alcoholicbeverages, beverages",consumer staples,beverageswineries & distilleries,,https://www.moutaichina.com,242,,,,,,
625,0.67447424,united microelectronics corporation,"hsinchu city, taiwan",taiwan,,,,,"19,500",jean-marc chery,23350000000,"semiconductors, tech",technology,semiconductors,,"https://www.umc.com, https://www.linkedin.com/company/united-microelectronics-corporation-umc-",7,,,,,,
,,dollar tree inc,"chesapeake, va, united states",usa,,,,1986,"61,886",michael a witynski,38000000000,retail,consumer staples,discount stores,"us$25.509 billion (fiscal year ended january 30, 2021)","https://www.dollartree.com, https://www.facebook.com/dollartree, https://twitter.com/dollartree, https://www.linkedin.com/company/dollar-tree-stores, https://en.wikipedia.org/wiki/dollar tree",144,,,,,,
1276,0.6744612,ross stores inc,"dublin, ca, united states",usa,,,,1982,"88,100",barbara rentler,40030000000,"retail, clothing",consumer discretionary,apparel retail,11940000000,"https://www.rossstores.com, https://www.facebook.com/rossdressforless, https://www.linkedin.com/company/ross-stores, https://en.wikipedia.org/wiki/ross stores",115,,,,,,
,,ganfeng lithium co ltd,"xinyu, china",china,,,,,"5,533",liangbin li,27250000000,mining,basic materials,chemicals,,https://www.ganfenglithium.com,11,,,,,,
,,church & dwight co inc,"ewing, nj, united states",usa,,,,"1847: as john dwight and company 1896: as church & dwight, co.","5,100",matthew thomas farrell,24810000000,consumergoods,consumer staples,household & personal products,3400000000,"https://churchdwight.com, https://en.wikipedia.org/wiki/church %26 dwight",80,,,,,,
,,stellantis nv,"amsterdam, netherlands",netherlands,,,,,"281,595",carlos tavares,51800000000,"automakers, manufacturing, cac40",consumer discretionary,auto manufacturers,,https://www.stellantis.com,15,,,,,,
,,perkinelmer inc,"waltham, ma, united states",usa,,,,1937,"16,700",prahlad r singh phd,20050000000,"chemicals, healthcare",healthcare,diagnostics & research,5000000000,"https://www.perkinelmer.com, https://www.facebook.com/perkinelmer, https://twitter.com/perkinelmer, https://www.linkedin.com/company/perkinelmer, https://en.wikipedia.org/wiki/perkinelmer",139,,,,,,
,,otsuka holdings co ltd,"tokyo, japan",japan,,,,,"33,151",tatsuo higuchi,19030000000,"pharmaceuticals, biotech",healthcare,drug manufacturersgeneral,,https://www.otsuka.com,33,,,,,,
,,fresenius medical care ag & co kgaa,"bad homburg, germany",germany,,,,,"122,909",robert maurice powell jr,9720000000,"dax, healthcare",healthcare,medical care facilities,,"https://www.freseniusmedicalcare.com, https://www.facebook.com/pg/freseniusmedicalcare.corporate/, https://twitter.com/fmc ag, https://www.linkedin.com/company/freseniusmedicalcare",15,,,,,,
,,ulta beauty inc,"bolingbrook, il, united states",usa,,,,1990,"16,000",david c kimbell,24420000000,"retail, cosmeticsandbeauty",consumer discretionary,specialty retail,4855000000,"https://www.ulta.com, https://twitter.com/ultabeauty , https://www.linkedin.com/company/ulta/, https://en.wikipedia.org/wiki/ulta beauty",480,,,,,,
,,pfizer,"new york, ny, united states",usa,,,,1849,"79,000",albert bourla dvm dvm phd,300790000000,"pharmaceuticals, biotech",healthcare,drug manufacturersgeneral,41908000000,"https://www.pfizer.com, https://www.facebook.com/pfizer, https://twitter.com/pfizer, https://www.linkedin.com/company/pfizer, https://en.wikipedia.org/wiki/pfizer",50,,,,,,
,,vulcan materials company,"birmingham, al, united states",usa,,,,1909 as birmingham slag company,"11,912",james thomas hill,24080000000,buildingmaterials,basic materials,building materials,4929000000,"https://www.vulcanmaterials.com, https://www.linkedin.com/company/vulcan-materials-company, https://en.wikipedia.org/wiki/vulcan materials",179,,,,,,
937,0.6744689,china everbright bank company ltd,"beijing, china",china,,,,,"46,989",,26130000000,"banks, financialservices",financials,banks,,https://www.cebbank.com,0,,,,,,
,,loblaw companies limited,"brampton, on, canada",canada,,,,"toronto, ontario, canada 1956","200,000",galen g weston ba mba mba,30700000000,,consumer staples,grocery stores,$51.859 billion cad (2020),"https://www.loblaw.ca, https://www.facebook.com/loblawcompanieslimited/, https://twitter.com/loblawco, https://www.linkedin.com/company/loblaw-companies-limited/, https://en.wikipedia.org/wiki/loblaw companies",89,,,,,,
272,0.6744835,woolworths group limited,"bella vista, nsw, australia",australia,,,,22 september 1924,"210,067",bradford leon banducci bcomm acc llb mba,35330000000,"supermarketchains, retail",consumer staples,grocery stores,a$63.67 billion (2020),"https://www.woolworthsgroup.com.au, https://en.wikipedia.org/wiki/sca property group",23,,,,,,
,,mitsubishi corporation,"tokyo, japan",japan,,,,,,takehiko kakiuchi,57230000000,conglomerate,industrials,conglomerates,,https://www.mitsubishicorp.com,32,,,,,,
1254,0.67446184,colgate-palmolive company,"new york, ny, united states",usa,,,,1806,"33,800",noel r wallace,65640000000,consumergoods,consumer staples,household & personal products,15693000000,"https://www.colgatepalmolive.com, https://www.facebook.com/colgate, https://twitter.com/colgate, https://www.linkedin.com/company/colgate-palmolive, https://en.wikipedia.org/wiki/colgate palmolive",77,,,,,,
,,techtronic industries company ltd,"kwai chung, hong kong",uk,,,,,"51,426",joseph galli jr bsba mba mba,28750000000,"electronics, toolmanufacturers, manufacturing",industries,tools & accessories,,https://www.ttigroup.com,11,,,,,,
,,xcel energy inc,"minneapolis, mn, united states",usa,,,,1909,"11,321",robert c frenzel,39760000000,,utilities,utilitiesregulated electric,11526000000,"https://www.xcelenergy.com, https://en.wikipedia.org/wiki/xcel energy",68,,,,,"viale thomas alva edison 110, sesto san giovanni, 20099, milano, italy",corporation
,,vertex pharmaceuticals incorporated,"boston, ma, united states",usa,,,,1989,"3,900",reshma kewalramani fasn md,81510000000,"pharmaceuticals, biotech",healthcare,biotechnology,3040000000,"https://www.vrtx.com, https://www.facebook.com/vertexpharmainc, https://twitter.com/vertexpharma, https://www.linkedin.com/company/vertex-pharmaceuticals, https://en.wikipedia.org/wiki/vertex pharmaceuticals",317,,,,,,
,,telefonica sa,"madrid, spain",spain,,,,19 april 1924,"104,150",jose maraa alvarez-pallete lopez,26040000000,telecommunication,communication services,telecom services,43.076 billion (2020),"https://www.telefonica.com, https://en.wikipedia.org/wiki/telef%c3%b3nica",3,,,,,,
,,home depot,"atlanta, ga, united states",usa,,,,"february 6, 1978","490,600",edward p decker,326290000000,"retail, dowjones",consumer discretionary,home improvement retail,110200000000,"https://www.homedepot.com, https://en.wikipedia.org/wiki/home depot",320,,,,,,
169,0.67448425,danske bank a/s,"shenzhen, china",denmark,,,,,"103,669",huiyu tian mpa,185980000000,"banks, financialservices",financials,banks,,https://www.cmbchina.com,18,,,,,,
1014,0.6744674,tyson foods inc,"springdale, ar, united states",usa,,,,1935,"137,000",george g weston,33729999999,food,consumer staples,farm products,43185000000,"https://www.tysonfoods.com, https://en.wikipedia.org/wiki/tyson foods",63,,,,,,
780,0.67447144,nordea bank abp,"beijing, china",finland,,,,,"373,814",frank vang-jensen,37870000000,"banks, financialservices",financials,banks,,https://www.ccb.com,10,,,,,,
,,saudi electricity company,"riyadh, saudi arabia",saudi arabia,,,,,,igor sechin,29420000000,"electricity, energy",utilities,utilitiesregulated electric,,https://www.se.com.sa,6,,,,,,
,,on holding ag,"taipei, taiwan",taiwan,,,,,"57,347",,5690000000,"sportsgoods, footwear",financials,insurancelife,,https://www.cathayholdings.com,18,,,,,"via del perlar 2, verona, 37135, verona, italy",corporation
,,vz holding ag,"stafa, switzerland",switzerland,,,,,"14,922",arnd kaldowski,2970000000,"assetmanagement, financialservices, investment",healthcare,medical instruments & supplies,,https://www.sonova.com,75,,,,,,
,,teamviewer ag,,germany,,,,,,,2440000000,"tech, internet, software",technology,,,,13,,,,,,
,,immofinanz ag,,austria,,,,,,,1790000000,realestate,real estate,,,,12,,,,,,
1230,0.6744627,metsa board oyj,,finland,,,,,,,3150000000,pulpandpaper,basic materials,,,,10,,,,,,
,,bb biotech ag,,switzerland,,,,,,,3380000000,"biotech, pharmaceuticals",healthcare,,,,61,,,,,,
,,roche,"basel, switzerland",switzerland,,,,,"100,920",severin schwan phd,349500000000,"pharmaceuticals, biotech",healthcare,drug manufacturersgeneral,,https://www.roche.com,320,,,,,,
,,schaeffler ag,,germany,,,,,,,4370000000,,consumer cyclical,,,,6,,,,,,
,,howden joinery group,,uk,,,,,,,3930000000,"homekitchenappliances, retail",consumer cyclical,,,,7,,,,,,
,,hellofresh se,,germany,,,,,,,4370000000,"internet, tech, food, fooddelivery, dax",consumer cyclical,,,,25,,,,,,
,,nemetschek se,,germany,,,,,,,5860000000,"software, tech",technology,,,,50,,,,,,
,,kion group ag,,germany,,,,,,rob smith,3690000000,,industries,,,,28,,,,,,
168,0.67448425,beiersdorf ag,"hamburg, germany",germany,,,,,"20,567",vincent warnery,25370000000,"dax, consumergoods",consumer staples,household & personal products,,https://www.beiersdorf.com,111,,,,,,
,,hapag-lloyd ag,"hamburg, germany",germany,,,,,"14,106",rolf habben jansen,61460000000,"transportation, containershipping, maritimetransportation",industries,marine shipping,,https://www.hapag-lloyd.com,197,,,,,,
,,caterpillar inc,"deerfield, il, united states",usa,,,,"april 15, 1925","107,700",d james umpleby iii,124130000000,"dowjones, machinerymanufacturing, manufacturing",industrials,farm & heavy construction machinery,41740000000,"https://www.caterpillar.com, https://www.facebook.com/caterpillar, https://twitter.com/caterpillarinc, https://www.linkedin.com/company/caterpillar-inc, https://en.wikipedia.org/wiki/caterpillar inc.",228,,,,,,
,,industrial bank co ltd,"fuzhou, china",china,,,,,"59,630",,66870000000,"banks, financialservices",financials,banks,,https://www.cib.com.cn,2,,,,,,
178,0.6744842,galp energia sgps,,portugal,,,,,,,10200000000,"oilgas, energy",energy,manufacturing,,,12,,,,,"via amalfi 6, volpiano, 10088, torino, italy",corporation
,,apple,"cupertino, ca, united states",usa,,,,"april 1, 1976","100,000",timothy d cook,2825000000000,"tech, software, dowjones, techhardware, electronics",technology,consumer electronics,365820000000,"https://www.apple.com, https://www.facebook.com/apple/, https://twitter.com/apple, https://www.linkedin.com/company/apple, https://en.wikipedia.org/wiki/apple inc.",140,,,,,,
,,occidental petroleum corporation,"houston, tx, united states",usa,,,,june 1909,"11,678",vicki a hollub,58120000000,"oilgas, energy",energy,oil & gas e&p,"us$26.314 billion (fiscal year ended december 31, 2021)","https://www.oxy.com, https://en.wikipedia.org/wiki/occidental petroleum",63,,,,,,
816,0.67447066,fast retailing co ltd,"yamaguchi, japan",japan,,,,,"55,589",tadashi yanai,62430000000,"clothing, retail",consumer discretionary,apparel retail,,https://www.fastretailing.com,610,,,,,,
762,0.67447174,american water works company inc,"camden, nj, united states",usa,,,,1886,"6,400",m susan hardwick,30430000000,utilitycompanies,utilities,utilitiesregulated water,3770000000,"https://www.amwater.com, https://www.facebook.com/weareamericanwater, https://twitter.com/amwater, https://www.linkedin.com/company/9226, https://en.wikipedia.org/wiki/american water works",153,,,,,,
177,0.6744842,capgemini se,"paris, france",france,,,,,"324,700",aiman ezzat,37820000000,"professionalservices, cac40, itservices",technology,information technology services,,https://www.capgemini.com,177,,,,,,
,,mitsui fudosan co ltd,"tokyo, japan",japan,,,,,"23,992",masanobu komoda,21460000000,realestate,real estate,real estatediversified,,https://www.mitsuifudosan.co.jp,19,,,,,,
,,reckitt benckiser group plc,"slough, united kingdom",united kingdom,,,,1814,"43,000",laxman narasimhan,59530000000,consumergoods,consumer staples,household & personal products,13.234 billion (2021),"https://www.rb.com, https://www.facebook.com/reckittbenckiser/, https://twitter.com/discoverrb, https://www.linkedin.com/company/discoverrb/, https://en.wikipedia.org/wiki/reckitt benckiser",71,,,,,,
,,edwards lifesciences corporation,"irvine, ca, united states",usa,,,,1958,"15,700",michael a mussallem,73380000000,medicaldevices,healthcare,medical devices,5200000000,"https://www.edwards.com, https://www.facebook.com/pages/edwards-lifesciences/143318615703224, https://twitter.com/edwardslifesci, https://www.linkedin.com/company/edwards-lifesciences, https://en.wikipedia.org/wiki/edwards lifesciences",72,,,,,,
176,0.6744842,ferrovial sa,"madrid, spain",spain,,,,,"18,680",ignacio madridejos fernandez,19650000000,"construction, infrastructure",industrials,infrastructure operations,,https://www.ferrovial.com,26,,,,,"foro buonaparte 67, milano, 20121, milano, italy",foreign company
1196,0.6744637,caixabank sa,"valencia, spain",spain,,,,,"49,607",gonzalo maria gortazar rotaeche,27580000000,"banks, financialservices",financials,banks,,https://www.caixabank.com,3,,,,,,
,,ecopetrol sa,"bogota, colombia",switzerland,,,,1921,"18,000",jerome lambert,38690000000,"oilgas, energy",energy,oil & gas integrated,col$50.223 trillion (2020),"https://www.ecopetrol.com.co, https://www.facebook.com/ecopetrolcolombia, https://www.twitter.com/ecopetrol sa, https://www.linkedin.com/company/ecopetrol, https://en.wikipedia.org/wiki/ecopetrol",9,,,,,,
771,0.6744716,raytheon technologies,"waltham, ma, united states",usa,,,,2020,"174,000",gregory j hayes,150960000000,"aerospace, defensecontractors",industrials,"finance, insurance, and real estate",56580000000,"https://www.rtx.com, https://www.facebook.com/raytheontechnologies/, https://twitter.com/raytheon, https://www.linkedin.com/company/raytheontechnologies/, https://en.wikipedia.org/wiki/raytheon technologies",99,,,,,"piazza dei santi apostoli 66, roma, 00187, roma, italy",corporation
,,domino's pizza group,,usa,,,,,,,13170000000,"pizza, food, restaurantchains",consumer cyclical,,,,372,,,,,,
807,0.6744708,casino guichard-perrachon societe anonyme,,france,,,,,,,1180000000,retail,consumer defensive,,,,10,,,,,,
,,sudzucker ag,,germany,,,,,,,2940000000,,consumer defensive,,,,14,,,,,,
175,0.6744842,billerudkorsnas ab publ,,sweden,,,,,,,3430000000,"pulpandpaper, packaging",basic materials,,,,13,,,,,,
,,hugo boss ag,,germany,,,,,,,3790000000,luxurygoods,consumer cyclical,,,,55,,,,,,
,,siltronic ag,,germany,,,,,,,2380000000,,technology,,,,79,,,,,,
,,lechwerke ag,,germany,,,,,,,3830000000,,utilities,,,,108,,,,,,
,,klepierre sa,,france,,,,,,,6560000000,realestate,real estate,,,,22,,,,,,
174,0.6744842,rtl group sa,,luxembourg,,,,,,,6390000000,,communication services,,,,41,,,,,,
,,vat group ag,,switzerland,,,,,,michael allison,8520000000,,industries,,,,283,,,,,,
,,compagnie de saint-gobain,,france,,,,,,benoit bazin,24450000000,cac40,ceramic products,"transportation, communications, electric, gas, and sanitary services",,,47,,,,,"via stazione 31, chatillon, 11024, aosta, italy",corporation
173,0.6744842,carrefour sa,,france,,,,,,,12620000000,"retail, cac40, supermarketchains",consumer defensive,,,,17,,,,,,
,,jde peet's nv,,netherlands,,,,,,fabien simon,14850000000,beverages,consumer defensive,,,,29,,,,,,
,,fresenius se,,germany,,,,,,stephan sturm,15610000000,"dax, healthcare",healthcare,,,,27,,,,,,
172,0.6744842,iberdrola sa,"bilbao, spain",spain,,,,,"38,702",jose ignacio sanchez galan,69790000000,"electricity, energy",utilities,utilitiesdiversified,,https://www.iberdrola.com,11,,,,,,
,,nibe industrier ab publ,"markaryd, sweden",sweden,,,,,"20,400",gerteric lindquist,21930000000,,industries,building products & equipment,,https://www.nibe.com,9,,,,,,
,,nongfu spring co ltd,"hangzhou, china",china,,,,,"20,773",,62830000000,beverages,consumer staples,beveragesnon-alcoholic,,https://www.nongfuspring.com,5,,,,,,
,,marathon petroleum corporation,"findlay, oh, united states",usa,,,,"november 9, 2009","17,700",michael j hennigan,54540000000,,energy,oil & gas refining & marketing,"us$69.032 billion (fiscal year ended december 31, 2020)","https://www.marathonpetroleum.com, https://www.facebook.com/marathonpetroleumcorporation, https://twitter.com/marathonpetroco, https://www.linkedin.com/company/marathon-petroleum-company, https://en.wikipedia.org/wiki/marathon petroleum",109,,,,,,
,,manulife financial corporation,"toronto, on, canada",canada,,,,"june 23, 1887","38,000",rocco gori,41980000000,"insurance, financialservices",financials,insurancelife,ca$39.0 billion (2018),"https://www.manulife.com, https://www.facebook.com/manulifefinancial, https://www.twitter.com/manulifejobs, https://www.linkedin.com/company/manulife-financial, https://en.wikipedia.org/wiki/manulife",17,,,,,,
,,hang seng bank limited,"central, hong kong",hong kong,,,,,"9,396",,41470000000,"banks, financialservices",financials,banks,,https://www.hangseng.com,15,,,,,,
,,yum brands inc,"louisville, ky, united states",usa,,,,"october 6, 1997","36,000",david w gibbs,36130000000,restaurantchains,consumer discretionary,restaurants,"us$5.597 billion (fy december 31, 2019)","https://www.yum.com, https://www.facebook.com/yumbrands, https://twitter.com/yumbrands, https://www.linkedin.com/company/yum-brands, https://en.wikipedia.org/wiki/yum  brands",128,,,,,,
,,wuxi biologics,"wuxi, china",china,,,,,"9,864",zhisheng chen,32409999999,"pharmaceuticals, biotech",healthcare,biotechnology,,https://www.wuxibiologics.com,13,,,,,,
,,rws holdings,"hung hom, hong kong",uk,,,,,"7,061",richard kendall lancaster be,25290000000,professionalservices,utilities,utilitiesregulated electric,,https://www.clpgroup.com,4,,,,,,
1041,0.67446697,mccormick & company incorporated,"hunt valley, md, united states",usa,,,,1889,"14,000",lawrence e kurzius,27290000000,food,consumer staples,packaged foods,"us$6.317 billion (fiscal year ended november 30, 2021)","https://www.mccormickcorporation.com, https://www.facebook.com/mccormickspice, https://twitter.com/mccormickcorp, https://www.linkedin.com/company/mccormick, https://en.wikipedia.org/wiki/mccormick %26 co.",85,,,,,,
1316,0.6744598,tractor supply company,"brentwood, tn, united states",usa,,,,1938,"22,000",harry a lawton iii,27090000000,retail,consumer discretionary,specialty retail,12731000000,"https://www.tractorsupply.com, https://en.wikipedia.org/wiki/tractor supply",217,,,,,,
,,firstenergy corp,"akron, oh, united states",usa,,,,"november 7, 1997","12,395",steven e strah,25260000000,"electricity, energy",utilities,utilitiesdiversified,10790000000,"https://www.firstenergycorp.com, https://www.facebook.com/firstenergycareers/, https://twitter.com/firstenergycorp, https://www.linkedin.com/company/firstenergy-corp, https://en.wikipedia.org/wiki/firstenergy",41,,,,,,
,,teck resources limited,"vancouver, bc, canada",canada,,,,,"10,600",donald r lindsay bsc honours mba,21410000000,mining,basic materials,other industrial metals & mining,,https://www.teck.com,36,,,,,,
,,microchip technology incorporated,"chandler, az, united states",usa,,,,1989,"19,500",ganesh moorthy,41370000000,"tech, techhardware, semiconductors",technology,semiconductors,5440000000,"https://www.microchip.com, https://www.facebook.com/microchiptechnology, https://www.twitter.com/microchiptech, https://www.linkedin.com/company/microchip-technology, https://en.wikipedia.org/wiki/microchip technology",75,,,,,,
,,zebra technologies corporation,"lincolnshire, il, united states",usa,,,,1969,"9,800",anders gustafsson,21870000000,"software, electronics, tech, techhardware",technology,communication equipment,4448000000,"https://www.zebra.com, https://www.facebook.com/zebratechnologiesglobal, https://twitter.com/zebratechnology, https://www.linkedin.com/company/167024, https://en.wikipedia.org/wiki/zebra technologies",252,,,,,,
,,china minsheng banking corp ltd,"beijing, china",china,,,,,"59,262",,24650000000,,financials,banks,,https://www.cmbc.com.cn,0,,,,,,
,,cloudflare inc,"san francisco, ca, united states",usa,,,,july 2009,"2,440",matthew prince,35920000000,"internet, tech, itsecurity, software",technology,softwareinfrastructure,656400000,"https://www.cloudflare.com, https://www.facebook.com/cloudflare, https://twitter.com/cloudflare, https://www.linkedin.com/company/cloudflare-inc-, https://en.wikipedia.org/wiki/cloudflare",44,,,,,,
861,0.67447007,general motors company,"detroit, mi, united states",usa,,,,"september 16, 1908","157,000",mary t barra,62690000000,"automakers, manufacturing",consumer discretionary,auto manufacturers,122485000000,"https://www.gm.com, https://www.facebook.com/generalmotors, https://twitter.com/gm, https://www.linkedin.com/company/1472, https://en.wikipedia.org/wiki/general motors",37,,,,,,
,,unitedhealth group,"minnetonka, mn, united states",usa,,,,1977,"350,000",sir andrew philip witty,507260000000,"healthcare, insurance, dowjones",real estate,healthcare plans,285273000000,"https://www.unitedhealthgroup.com, https://www.facebook.com/uhgcareers, https://twitter.com/unitedhealthgrp, https://www.linkedin.com/company/unitedhealth-group, https://en.wikipedia.org/wiki/unitedhealth group",542,,,,,"via amilcare ponchielli 7, milano, 20129, milano, italy",corporation
,,itm power,"shenzhen, china",uk,,,,,"18,248",,710000000,"energy, renewableenergy, electricity",utilities,utilitiesindependent power producers,,https://www.cgnp.com.cn,1,,,,,"via de marini 1, genova, 16149, genova, italy",corporation
,,oriental land co ltd,"urayasu, japan",japan,,,,,"8,782",toshio kagami,64660000000,"entertainment, hotels, travel",consumer discretionary,retail trade,,https://www.olc.co.jp,142,,,,,"viale alessandro marchetti 105, roma, 00148, roma, italy",corporation
,,west pharmaceutical services inc,"exton, pa, united states",usa,,,,1923,"10,065",eric m green,30230000000,"pharmaceuticals, packaging",healthcare,medical instruments & supplies,"us$1,849.9 million (2019)","https://www.westpharma.com, https://www.facebook.com/westpharma, https://twitter.com/westpharma, https://www.linkedin.com/company/west-pharmaceutical-services, https://en.wikipedia.org/wiki/west pharmaceutical services",235,,,,,,
