name,headquarters,country,continent,region,sub_region,founded,employees,ceo,market_cap,categories,sector,industry,revenue,link,share_price,results_for_year,total_equity,founders,market_value,address,type
essilorluxottica,charenton-le-pont,france,,,,1849,,,83620000000,"cac40, glassesandcontactlenses, luxurygoods",health care equipment,health care,,,188,,,,,,
inditex,arteixo,spain,,,,1985,,,81420000000,"clothing, retail",apparel retailers,consumer services,,,13,,,,,,
bollore,puteaux,france,,,,1822,,,16309999999,,delivery services,industrials,,,5,,,,,,
glanbia,kilkenny,ireland,,,,1997,,,,,food products,consumer goods,,,,,,,,,
recordati industria chimica e farmaceutica spa,"san francisco, ca, united states",united states,,,,1914,"26,000",patricia kessler poppe,8920000000,"pharmaceuticals, biotech",utilities,utilitiesregulated electric,18469000000,"https://www.pgecorp.com, https://www.facebook.com/pacificgasandelectric, https://twitter.com/pge4me, https://www.linkedin.com/company/3895, https://en.wikipedia.org/wiki/pacific gas and electric company",42,,,,,"via matteo civitali 1, milano, 20148, milano, italy",corporation
vitelcom,malaga,canada,,,,2001,,,1790000000,"steelproducers, steelindustry",consumer electronics,consumer goods,,,32,,,,,,
landec,molnlycke,usa,,,,1908,,,250000000,food,business support services,industrials,,,8,,,,,,
indian oil,maroussi,india,,,,2007,,,13150000000,"oilgas, energy",exploration & production,oil & gas,,,0,,,,,,
reinsurance group of america,athens,usa,,,,1980,,,9700000000,insurance,industries,industrials,,,145,,,,,,
hindustan media ventures,zagreb,india,,,,1990,,,52440000,mediapress,publishing,consumer services,,,0,,,,,,
pegasus airlines,brussels,turkey,,,,2006,,,2300000000,"airlines, travel, transportation",airlines,consumer services,,,22,,,,,,
vodafone netherlands,"new york, ny, united states",usa,,,,1995,"18,400",laurence douglas fink,115980000000,investment,mobile telecommunications,telecommunications,22000000000,"https://www.blackrock.com, https://www.facebook.com/blackrock, https://twitter.com/blackrock, https://www.linkedin.com/company/blackrock, https://en.wikipedia.org/wiki/blackrock",709,,,,,"piazza san fedele 2, milano, 20121, milano, italy",foreign company
moon boot,giavera del montello,usa,,,,1969,,,1900000000,"footwear, clothing",footwear,consumer goods,,,63,,,,,,
asl airlines hungary,budapest,south korea,,,,1990,,,750000000,"airlines, travel, transportation",airlines,consumer services,,,10,,,,,,
avast,prague,czech republic,,,,1988,,,,,technology,technology,,,,,,,,,
fidelity national information services inc,"jacksonville, fl, united states",usa,,,,2004,"65,000",gary adam norcross,61730000000,"financialservices, tech",technology,information technology services,12200000000,"https://www.fisglobal.com, https://www.facebook.com/fistoday, https://twitter.com/fisglobal, https://www.linkedin.com/company/3128, https://en.wikipedia.org/wiki/fidelity national information services",69,,,,,,
credit commercial de france,paris,usa,,,,1894,,,5690000000,,banks,financials,,,440,,,,,,
dsk bank,sofia,usa,,,,1951,,,1130000000,"banks, financialservices",banks,financials,,,8,,,,,,
foyer sa,luxembourg city,romania,,,,1922,,,,,full line insurance,financials,,,,,,,,,
vitta foods,svilengrad,usa,,,,2006,"137,000",george g weston,33729999999,food,food products,farm products,43185000000,"https://www.tysonfoods.com, https://en.wikipedia.org/wiki/tyson foods",63,,,,,,
jorgensen engineering,odense,usa,,,,1933,,,15500000000,,business support services,industrials,,,122,,,,,,
turk telekom,bratislava,turkey,,,,1999,,,3190000000,telecommunication,fixed line telecommunications,telecommunications,,,0,,,,,,
arapian,athens,usa,,,,1935,,,2690000000,"software, tech",food products,consumer goods,,,37,,,,,,
gorail,tallinn,china,,,,1998,,,350000000,"software, tech",travel & tourism,consumer services,,,3,,,,,,
party city,prague,usa,,,,1999,,,67270000,retail,recreational services,consumer services,,,0,,,,,,
valentino spa,milan,,,,,1960,,,,,clothing & accessories,services,,,,,,,,"viale dei lanifici 1, valdagno, 36078, vicenza, italy",corporation
sigmatron international,opatija,usa,,,,1983,,,32750000,"electronics, manufacturing",travel & tourism,consumer services,,,5,,,,,,
petrol ad,sofia,usa,,,,1932,,,1380000000,advertising,pipelines,oil & gas,,,9,,,,,,
